x,y,z,u,v,w,u0,v0,w0,ZNCC,iteration,convergence,feature,ux,uy,uz,vx,vy,vz,wx,wy,wz
35,40,160,-0.03827801,0.58202755,-3.9868288,0,0,-4,0.95385039,10,0.00145595,0,0.01697409,0.00225743,0.00352556,0.00013108,0.00203347,0.00562941,-0.01981234,0.0066956,-0.02179444
40,40,160,0.05932211,0.57403249,-4.03554392,0,0,-4,0.95479178,10,0.00298896,0,0.01597285,0.00296928,0.00363218,0.00134743,0.00121629,0.0061296,-0.01917348,0.0068045,-0.0244959
45,40,160,0.13378337,0.5796147,-4.07703066,0,0,-4,0.9534086,10,0.00350403,0,0.01430607,0.0027755,0.00336755,0.00204465,0.00080311,0.0062124,-0.01740146,0.00703775,-0.02633393
50,40,160,0.1065026,0.52561903,-4.10212851,0,0,-4,0.95198852,10,0.00178767,0,0.01055837,0.00131925,0.00598002,0.00090244,0.00103164,0.00919941,-0.01280828,0.00757659,-0.02781558
55,40,160,0.11895919,0.4887962,-4.16451025,0,0,-4,0.94923615,9,0.0009487,0,0.01351333,0.0027864,0.01136693,0.00337638,0.00242078,0.01337959,-0.00966552,0.00740323,-0.02808839
60,40,160,0.17824696,0.48247093,-4.13380003,0,0,-4,0.94527286,9,0.00064446,0,0.01574528,0.00398476,0.01308528,0.00515896,0.00363076,0.01593437,-0.00776307,0.0051978,-0.03559005
65,40,160,0.22049023,0.57703197,-4.13449144,0,0,-4,0.94260293,10,0.00219412,0,0.01874542,0.00100453,0.01338685,0.00439723,0.00787985,0.01441677,-0.00642165,0.00336985,-0.0426448
35,45,160,-0.00050301,0.5434196,-3.94145322,0,0,-4,0.95495671,10,0.00069733,0,0.01842785,0.00429965,0.00355773,-0.00269461,0.00133979,0.00581456,-0.01898119,0.00817887,-0.02253073
40,45,160,0.09746983,0.53401262,-3.99253821,0,0,-4,0.95541,10,0.00156487,0,0.01725376,0.00468676,0.00342382,-0.00091127,0.00127745,0.00706978,-0.01849471,0.00879102,-0.02522749
45,45,160,0.12862711,0.49927592,-4.01848459,0,0,-4,0.95372993,10,0.00162683,0,0.01321304,0.0043102,0.00441617,-0.00094891,0.00050688,0.00883823,-0.01581471,0.00952628,-0.02780616
50,45,160,0.10233603,0.48804584,-4.07330751,0,0,-4,0.95210725,10,0.00104751,0,0.01085174,0.00394517,0.00781686,-0.00010716,0.00013232,0.00982782,-0.01170589,0.01046746,-0.02754188
55,45,160,0.12478083,0.46663079,-4.15271282,0,0,-4,0.94961548,9,0.00076396,0,0.01428866,0.00541265,0.01310855,0.00305989,0.00059092,0.01325281,-0.00864503,0.01100637,-0.02609748
60,45,160,0.20961446,0.40932301,-4.14045429,0,0,-4,0.94593811,8,0.00077276,0,0.01676917,0.00652512,0.01422038,0.00639405,0.00400579,0.01906451,-0.00717966,0.00922293,-0.0318228
65,45,160,0.2616232,0.48633066,-4.12823486,0,0,-4,0.94340581,10,0.00117058,0,0.01890063,0.00520635,0.01514973,0.00814948,0.00905442,0.01850406,-0.00643562,0.00683653,-0.03943646
35,50,160,0.04538414,0.53634691,-3.88684845,0,0,-4,0.95553011,10,0.00055149,0,0.01990354,0.00670118,0.0049357,-0.0053707,0.00098348,0.00552004,-0.01812512,0.00899183,-0.02376586
40,50,160,0.11565088,0.49905911,-3.92405915,0,0,-4,0.95502627,10,0.00053889,0,0.01685047,0.00656741,0.00556982,-0.00462779,0.000278,0.00776655,-0.01682246,0.01038973,-0.0271309
45,50,160,0.13729317,0.4939402,-3.95441341,0,0,-4,0.95322108,9,0.00089159,0,0.01260984,0.00580832,0.00633746,-0.00282533,-0.00065362,0.00834244,-0.0149246,0.01153039,-0.02937245
50,50,160,0.11819129,0.49762782,-4.01365423,0,0,-4,0.95153278,9,0.00063565,0,0.01094401,0.00581058,0.00953364,-0.00125094,-0.00193793,0.00857672,-0.0112851,0.01238246,-0.0288651
55,50,160,0.13873363,0.4892337,-4.10501432,0,0,-4,0.94996971,9,0.000812,0,0.01437223,0.0072508,0.01469086,0.00208513,-0.00181574,0.01144079,-0.00823942,0.01361592,-0.02611059
60,50,160,0.20737119,0.44068101,-4.11692762,0,0,-4,0.94675237,10,0.00091089,0,0.0166924,0.0097101,0.01738033,0.00628638,0.0019697,0.0169517,-0.00691552,0.01226493,-0.02922201
65,50,160,0.30560872,0.45821652,-4.11740541,0,0,-4,0.9441582,10,0.0006339,0,0.0189538,0.00964766,0.01760062,0.00954055,0.00529253,0.01899287,-0.00593331,0.01050907,-0.03479147
35,55,160,0.03154893,0.56389385,-3.81721663,0,0,-4,0.95214438,9,0.00079844,0,0.01711571,0.00700766,0.00779017,-0.0062255,0.00058329,0.00348899,-0.0156925,0.00982766,-0.02606297
40,55,160,0.10907009,0.55639881,-3.86497521,0,0,-4,0.95125318,9,0.00063543,0,0.01524007,0.00732748,0.00778343,-0.00476387,-0.00009847,0.00423651,-0.01529844,0.01102793,-0.02841026
45,55,160,0.11694352,0.5845983,-3.90418506,0,0,-4,0.9491967,9,0.00064364,0,0.01087523,0.00657857,0.00843793,-0.00244645,-0.00171518,0.00290862,-0.01398204,0.01221684,-0.03004354
50,55,160,0.10769865,0.5975371,-3.95456052,0,0,-4,0.94738221,9,0.00067367,0,0.00890291,0.00632697,0.00995606,-0.00114215,-0.00305539,0.00250949,-0.01101403,0.0134084,-0.02978885
55,55,160,0.11692233,0.59391141,-4.04609585,0,0,-4,0.94645119,10,0.00068963,0,0.01278973,0.00824394,0.01593234,0.00139642,-0.00310683,0.00480617,-0.00825362,0.01533331,-0.02684176
60,55,160,0.16282478,0.59266847,-4.05832529,0,0,-4,0.94471771,10,0.00108273,0,0.01477504,0.01163893,0.01994224,0.00415703,-0.00196737,0.00635523,-0.00758159,0.01331577,-0.03144252
65,55,160,0.22843243,0.61672169,-4.06368637,0,0,-4,0.94325179,10,0.00125672,0,0.01748633,0.01334458,0.02189148,0.00634976,-0.00148129,0.00639298,-0.00720333,0.01083274,-0.0370084
35,60,160,0.03125052,0.64283997,-3.76762605,0,1,-4,0.94891989,7,0.00093166,0,0.01423597,0.00743096,0.00970204,-0.00389479,0.00116003,-0.0005015,-0.01366661,0.00969087,-0.02814126
40,60,160,0.086597,0.64812624,-3.81180501,0,0,-4,0.94832128,9,0.00079477,0,0.0115577,0.00800887,0.00961326,-0.00251943,0.00034583,-0.00050995,-0.01325088,0.01086315,-0.03018653
45,60,160,0.08570148,0.679609,-3.84460568,0,0,-4,0.94733202,10,0.00059375,0,0.00627935,0.00860784,0.00977476,-0.00062569,-0.00111878,-0.0017168,-0.01248041,0.01199908,-0.03220946
50,60,160,0.10414087,0.69235992,-3.8839438,0,0,-4,0.9458558,10,0.00069836,0,0.004161,0.00886593,0.00908201,-0.00013336,-0.00167942,-0.00208415,-0.01068011,0.01268489,-0.03300953
55,60,160,0.1215805,0.68843824,-3.96220851,0,0,-4,0.94487751,10,0.00113661,0,0.00781798,0.01012409,0.0137614,0.00177057,-0.0010947,0.00000322,-0.00857388,0.01474006,-0.030801
60,60,160,0.16433454,0.69973367,-3.99953866,0,0,-4,0.94484282,10,0.00082055,0,0.01008463,0.01216907,0.0175859,0.00378557,-0.00054759,0.00118982,-0.00857882,0.01359528,-0.03470713
65,60,160,0.21703051,0.72578931,-4.02264738,0,0,-4,0.9441694,10,0.00077166,0,0.01441681,0.0132477,0.02102435,0.00570229,-0.00040162,0.00162326,-0.0085263,0.01179746,-0.039267
35,65,160,0.01756122,0.66732556,-3.71857905,0,1,-4,0.94784057,8,0.0005964,0,0.01076412,0.00700421,0.01123636,-0.00308814,0.00107849,-0.00272961,-0.01112065,0.00982052,-0.03029609
40,65,160,0.05369769,0.67544127,-3.75382614,0,1,-4,0.94712812,8,0.00077799,0,0.00783849,0.00754565,0.01076028,-0.0015695,0.00021887,-0.00329765,-0.01063877,0.01104507,-0.03168672
45,65,160,0.05792787,0.7037378,-3.77929616,0,1,-4,0.94682693,8,0.00099282,0,0.00284183,0.00856872,0.0098831,0.00001215,-0.00122631,-0.00437279,-0.01080693,0.01239857,-0.03323108
50,65,160,0.11168669,0.71610725,-3.81898761,0,0,-4,0.94589698,10,0.00112048,0,0.00163686,0.00887384,0.00800942,0.0005356,-0.00164002,-0.00441107,-0.01052998,0.01275813,-0.03531063
55,65,160,0.14440489,0.71610415,-3.87999845,0,0,-4,0.94445086,10,0.00107628,0,0.00471151,0.00884699,0.01082876,0.00259032,-0.00091785,-0.00258054,-0.00946822,0.01414663,-0.03521132
60,65,160,0.19440791,0.7283994,-3.92820477,0,0,-4,0.94445622,10,0.00074875,0,0.00723875,0.00965768,0.01351966,0.00433116,-0.00048977,-0.00117428,-0.00968323,0.0134169,-0.03909242
65,65,160,0.2418471,0.75005573,-3.96404409,0,0,-4,0.94391036,10,0.00081727,0,0.01273453,0.00990784,0.01730485,0.0064677,-0.00028414,-0.00015065,-0.00994723,0.01191629,-0.04264194
35,35,165,-0.07851901,0.61477244,-4.14933586,0,1,-4,0.95657426,7,0.00048729,0,0.01451874,0.0010211,0.0063196,0.00159993,0.00404465,0.00572933,-0.02005024,0.00346878,-0.01837385
40,35,165,0.02078608,0.62274617,-4.20994759,0,1,-4,0.9569664,8,0.00057887,0,0.0150578,0.00124086,0.00548953,0.00289886,0.00332057,0.00564094,-0.019778,0.00351054,-0.02014387
45,35,165,0.10182585,0.65122175,-4.27511883,0,1,-4,0.9558844,9,0.0006036,0,0.01479638,0.00088588,0.00508099,0.00414441,0.00322592,0.00498479,-0.01815737,0.00368793,-0.02125555
50,35,165,0.15872915,0.66850972,-4.32414007,0,1,-4,0.9560554,10,0.00071035,0,0.01344347,-0.00042742,0.00479319,0.00464488,0.00312376,0.00519112,-0.01516496,0.00391593,-0.0220772
55,35,165,0.1890381,0.62585431,-4.3425684,0,1,-4,0.95394844,10,0.0006427,0,0.01234198,-0.00151608,0.00590489,0.00449722,0.00313485,0.00862293,-0.01178921,0.00326682,-0.02464092
60,35,165,0.23374261,0.62219,-4.37408447,0,1,-4,0.95069712,9,0.00088561,0,0.01289523,-0.00259317,0.00638235,0.00459638,0.00369728,0.01021024,-0.00914174,0.00224637,-0.02794963
65,35,165,0.25236472,0.67783856,-4.41347313,0,1,-5,0.94830203,9,0.00098791,0,0.01738048,-0.00348088,0.01044794,0.00361165,0.00567901,0.00965308,-0.00659655,0.0007406,-0.03235519
35,40,165,-0.05794384,0.6104002,-4.12716532,0,0,-4,0.95610571,10,0.00070671,0,0.01519513,0.00247206,0.00591698,0.00103724,0.00227141,0.00552316,-0.01934811,0.00680834,-0.01842433
40,40,165,0.04310345,0.6142469,-4.18869686,0,0,-4,0.95683718,10,0.00164549,0,0.01562619,0.00282655,0.00497853,0.00213657,0.00155747,0.00561482,-0.01910108,0.00724802,-0.01992512
45,40,165,0.12005669,0.64963472,-4.25801563,0,0,-4,0.95608008,10,0.00234087,0,0.01537669,0.00237653,0.00475407,0.00340979,0.00143838,0.00455287,-0.01738481,0.00780607,-0.02033794
50,40,165,0.13166657,0.64725029,-4.31374359,0,1,-4,0.95590603,8,0.00076133,0,0.01331449,0.00124072,0.00658581,0.00356161,0.00154293,0.00567983,-0.01353738,0.00855109,-0.02014017
55,40,165,0.20108901,0.60682857,-4.3363471,0,1,-4,0.95365179,10,0.00082709,0,0.01342487,0.00116687,0.00654489,0.00406584,0.0020659,0.00948002,-0.01072206,0.00789969,-0.02258831
60,40,165,0.27945659,0.56539893,-4.3721509,0,1,-4,0.95052612,10,0.0019394,0,0.01461375,0.00056269,0.00555653,0.0048222,0.00336754,0.01353393,-0.00815222,0.00753526,-0.02458805
65,40,165,0.30846775,0.64022583,-4.40753269,0,1,-5,0.94773787,10,0.00160375,0,0.01799786,-0.00019884,0.00932065,0.00477206,0.00545013,0.01230919,-0.0063751,0.00575459,-0.02965844
35,45,165,-0.01899839,0.57619601,-4.08381224,0,0,-4,0.95673299,9,0.00075152,0,0.01683044,0.0045021,0.0055589,-0.00166459,0.00171089,0.0060549,-0.01846619,0.00827484,-0.0192439
40,45,165,0.08218459,0.58193499,-4.14692259,0,0,-4,0.95721763,10,0.00090139,0,0.01698589,0.00473972,0.00461213,0.0002048,0.00182962,0.0066854,-0.01839635,0.0091576,-0.02060848
45,45,165,0.13437115,0.60005075,-4.21345711,0,0,-4,0.95660341,10,0.00125233,0,0.01540995,0.00421234,0.00502023,0.00135587,0.00146198,0.00650038,-0.01621168,0.01042453,-0.02050143
50,45,165,0.12779771,0.61762774,-4.27386713,0,0,-4,0.95606405,10,0.00098426,0,0.01334155,0.0036076,0.00796272,0.00231336,0.00053954,0.00609155,-0.01218494,0.01155231,-0.01964235
55,45,165,0.19984025,0.58947521,-4.30658627,0,0,-4,0.95383859,10,0.00077499,0,0.0136584,0.0036508,0.00814034,0.00375303,0.00027347,0.00888258,-0.00963128,0.01151611,-0.02083266
60,45,165,0.29672742,0.52197361,-4.34302807,0,1,-4,0.95128369,10,0.00311523,0,0.01529753,0.00342387,0.00696725,0.00582949,0.00332713,0.01536176,-0.0074991,0.01135368,-0.02214491
65,45,165,0.35497889,0.55934745,-4.38549328,0,1,-5,0.94882935,10,0.00212266,0,0.0188123,0.00320762,0.01031075,0.00767141,0.00806642,0.01740233,-0.0063024,0.01038419,-0.02604872
35,50,165,0.04548138,0.58339351,-4.03733635,0,0,-4,0.95643455,9,0.00074605,0,0.01958561,0.00731266,0.00580904,-0.0041711,0.00180185,0.00584463,-0.01791305,0.00885913,-0.02047271
40,50,165,0.13492163,0.57835048,-4.09664679,0,0,-4,0.95640838,9,0.00092747,0,0.018139,0.00738224,0.00545741,-0.00261939,0.00161815,0.0067316,-0.01749308,0.01016954,-0.02184784
45,50,165,0.1640836,0.58089435,-4.14912128,0,0,-4,0.95535624,9,0.00071703,0,0.01526892,0.00621601,0.00603093,-0.00105073,0.00057685,0.0068922,-0.01519461,0.01191507,-0.0221557
50,50,165,0.15130436,0.59266675,-4.20660782,0,0,-4,0.95464051,9,0.00056886,0,0.01344442,0.00574817,0.00890114,0.00064747,-0.00109375,0.00647553,-0.01121387,0.01327913,-0.02108163
55,50,165,0.21277568,0.59011346,-4.25162745,0,0,-4,0.95303941,9,0.00072142,0,0.01353419,0.00543445,0.00934239,0.00285319,-0.00177073,0.00773531,-0.00905027,0.01393141,-0.02081275
60,50,165,0.29328081,0.55072051,-4.29285574,0,1,-4,0.95098746,10,0.0015559,0,0.01500678,0.00690025,0.01070619,0.00598853,0.00110638,0.01284476,-0.00735362,0.01374049,-0.02120543
65,50,165,0.40500638,0.54442805,-4.3299036,0,1,-4,0.94883132,10,0.00125206,0,0.01820254,0.00704154,0.01186348,0.00878788,0.004444,0.01694146,-0.00643875,0.01283984,-0.02476883
35,55,165,0.06332144,0.61342245,-3.98229384,0,0,-4,0.95249534,10,0.00050447,0,0.01879799,0.00815736,0.00704287,-0.00556043,0.00089967,0.00343151,-0.01650243,0.00956308,-0.02150011
40,55,165,0.14378695,0.6106379,-4.04214001,0,0,-4,0.95209539,9,0.00060346,0,0.01720083,0.00834725,0.00689397,-0.0041487,0.00030971,0.00384573,-0.01599389,0.01099099,-0.02265388
45,55,165,0.15858003,0.6271013,-4.09777212,0,0,-4,0.95080352,8,0.00097571,0,0.0143398,0.00711419,0.00752808,-0.00223818,-0.00122321,0.00293157,-0.01377903,0.0129793,-0.02270305
50,55,165,0.14180021,0.6405918,-4.14677906,0,0,-4,0.94968379,8,0.00054863,0,0.01231921,0.00636173,0.00967707,0.00000175,-0.00250167,0.00264248,-0.01028408,0.01492623,-0.02168614
55,55,165,0.19296117,0.65134233,-4.19870043,0,0,-4,0.94883239,8,0.00085085,0,0.01279056,0.00657721,0.01141765,0.00221761,-0.00288039,0.00356026,-0.00854813,0.01608635,-0.02117032
60,55,165,0.25346226,0.64439154,-4.24615002,0,0,-4,0.94791758,10,0.00054231,0,0.01479387,0.00951549,0.0159013,0.00499433,-0.00171179,0.00576618,-0.00738217,0.01582487,-0.02204317
65,55,165,0.32759297,0.6604234,-4.28104401,0,0,-4,0.94692069,10,0.00104234,0,0.017663,0.01141203,0.01932558,0.00713894,-0.00139928,0.00622908,-0.00728892,0.01383346,-0.02666199
35,60,165,0.06726819,0.67071486,-3.93556237,0,1,-4,0.94975334,8,0.00065927,0,0.01602149,0.00840421,0.00810812,-0.00380443,0.00116253,0.00004421,-0.01492371,0.00947846,-0.02218056
40,60,165,0.12438373,0.67363554,-3.9904561,0,1,-4,0.94946712,8,0.00069801,0,0.01373541,0.00864914,0.0079962,-0.00240666,0.0005455,0.00011301,-0.01413462,0.01106285,-0.02316695
45,60,165,0.13293929,0.69128239,-4.03925657,0,1,-4,0.94891554,8,0.00057611,0,0.01074171,0.00798254,0.00805198,-0.00069157,-0.00056726,-0.00038413,-0.01256495,0.01308509,-0.02363783
50,60,165,0.13217215,0.70648634,-4.08602238,0,1,-4,0.94816166,7,0.00088712,0,0.0085659,0.00773897,0.00895982,0.0010917,-0.00124794,-0.00079238,-0.00999775,0.01442852,-0.0234015
55,60,165,0.1801154,0.71929288,-4.14386082,0,1,-4,0.94785297,8,0.00054854,0,0.00929165,0.00821601,0.01140001,0.00304466,-0.00095874,0.00023142,-0.00836999,0.01594312,-0.02275038
60,60,165,0.240233,0.73190421,-4.20206451,0,1,-4,0.94835949,8,0.00066882,0,0.01112282,0.00959809,0.01512901,0.00500116,-0.00071406,0.00099131,-0.00827948,0.01594021,-0.02456564
65,60,165,0.30359265,0.75576741,-4.24710321,0,1,-4,0.94811314,8,0.00096009,0,0.01504767,0.01064992,0.01944802,0.00684466,-0.00091469,0.00116846,-0.00882596,0.01470298,-0.02890843
35,65,165,0.0493838,0.67566353,-3.87709522,0,1,-4,0.94819444,8,0.00051008,0,0.012025,0.00776447,0.00890477,-0.00355208,0.00163734,-0.00147461,-0.01228209,0.00944132,-0.02309573
40,65,165,0.08707932,0.68072242,-3.9202714,0,1,-4,0.9477281,8,0.0005795,0,0.00955272,0.00796531,0.00846726,-0.00188109,0.00094986,-0.00176433,-0.01145982,0.01115679,-0.02388465
45,65,165,0.09943967,0.69927251,-3.96056914,0,1,-4,0.94770545,7,0.00096691,0,0.00714004,0.00749656,0.0077723,-0.00029842,-0.00031328,-0.00218726,-0.01095913,0.01340898,-0.02459121
50,65,165,0.13380264,0.72000837,-4.01916981,0,1,-4,0.94762838,8,0.00070003,0,0.00630474,0.007358,0.00796119,0.00159184,-0.00123781,-0.00259478,-0.00990242,0.01447884,-0.02537465
55,65,165,0.1857332,0.73612356,-4.08025312,0,1,-4,0.94721717,8,0.00071743,0,0.00735521,0.00686259,0.01005943,0.00400901,-0.00110662,-0.00176428,-0.00898186,0.01572495,-0.0259375
60,65,165,0.24816062,0.75218135,-4.14625788,0,1,-4,0.94804657,8,0.00070661,0,0.00944328,0.00692321,0.01303215,0.00603915,-0.00113165,-0.00110715,-0.009389,0.01565913,-0.02875608
65,65,165,0.30355957,0.77472872,-4.19609976,0,1,-4,0.94804299,8,0.00090866,0,0.01426172,0.00729362,0.01696394,0.00801064,-0.00125009,-0.00047842,-0.01045458,0.01459507,-0.03273273
35,35,170,-0.04675091,0.64015424,-4.2423439,0,1,-4,0.95590729,7,0.00051984,0,0.01495695,0.00140239,0.00510545,0.00179149,0.00436938,0.00582932,-0.01967862,0.00378446,-0.01915324
40,35,170,0.05142023,0.65092802,-4.3114028,0,1,-4,0.95663613,8,0.00068229,0,0.01562238,0.00145295,0.00394974,0.00303838,0.00373065,0.00569548,-0.01979985,0.00372395,-0.02013046
45,35,170,0.13090715,0.67806232,-4.38168192,0,1,-4,0.95578778,9,0.00075774,0,0.01540792,0.00106902,0.00360752,0.00451751,0.00376081,0.00527671,-0.0187024,0.00373833,-0.02085716
50,35,170,0.21544658,0.71483535,-4.435637,0,1,-4,0.95582926,10,0.00074349,0,0.01460981,-0.0002133,0.00162712,0.00541404,0.00396752,0.00468425,-0.01651112,0.00372615,-0.02173114
55,35,170,0.24855974,0.69222897,-4.47128296,0,1,-4,0.95449221,9,0.00084201,0,0.01316476,-0.00179422,0.00141515,0.00497214,0.00389612,0.00728582,-0.01298087,0.00330733,-0.02307296
60,35,170,0.28830159,0.68674088,-4.5275178,0,1,-5,0.95230466,10,0.00086156,0,0.01263618,-0.00369542,0.00154913,0.00453641,0.00453663,0.00879467,-0.00981269,0.00290219,-0.02447128
65,35,170,0.31522876,0.74263328,-4.58544111,0,1,-5,0.94987476,9,0.00058285,0,0.01625395,-0.00318783,0.00835019,0.00396778,0.00567937,0.0077563,-0.0070374,0.0008364,-0.02900308
35,40,170,-0.0300311,0.63478154,-4.21750593,0,0,-4,0.95572269,9,0.00072478,0,0.01536286,0.00262945,0.00489294,0.00109556,0.002671,0.00638815,-0.01917439,0.00668526,-0.01860195
40,40,170,0.06674258,0.6457203,-4.28765297,0,0,-4,0.95670396,10,0.00084449,0,0.01590514,0.00281936,0.00375438,0.00227665,0.00204134,0.00610047,-0.01926363,0.00714217,-0.01916724
45,40,170,0.14273088,0.68022418,-4.35968924,0,1,-4,0.95599341,8,0.00099139,0,0.01579642,0.00236423,0.00363553,0.00395743,0.0020051,0.00515675,-0.0179793,0.00753975,-0.01938355
50,40,170,0.19536838,0.69609183,-4.41209173,0,1,-4,0.95587093,8,0.00042212,0,0.01426482,0.00109174,0.00291612,0.00458925,0.00193775,0.00539186,-0.01522115,0.00800296,-0.01943272
55,40,170,0.25112459,0.66998333,-4.44808006,0,1,-4,0.95457798,9,0.00076559,0,0.01363611,0.00045985,0.00198097,0.00464972,0.00224793,0.00855167,-0.01193948,0.00781376,-0.0206874
60,40,170,0.32137316,0.64553291,-4.50267887,0,1,-5,0.95273232,10,0.00142406,0,0.01379955,-0.00117581,0.00030053,0.00491492,0.00350511,0.01180136,-0.00890526,0.00820864,-0.02093184
65,40,170,0.37063789,0.70774329,-4.56654978,0,1,-5,0.94992089,10,0.00118595,0,0.01666427,-0.00079442,0.00609065,0.00518025,0.00481868,0.01085157,-0.00686189,0.00652196,-0.02505362
35,45,170,0.00537164,0.60444784,-4.17562199,0,0,-4,0.95636046,8,0.00098817,0,0.01695764,0.00463676,0.00433675,-0.00134957,0.00202549,0.00724105,-0.01853442,0.00781838,-0.01895702
40,45,170,0.10425327,0.61927104,-4.24548721,0,0,-4,0.9571076,10,0.00053867,0,0.01730096,0.0047975,0.00313854,0.00057358,0.00219357,0.00726501,-0.01876913,0.00872399,-0.0194422
45,45,170,0.17073664,0.65419823,-4.31747484,0,0,-4,0.95664203,10,0.0007872,0,0.01652396,0.00438445,0.00325557,0.00262377,0.00214934,0.00635218,-0.01738571,0.00975253,-0.01910341
50,45,170,0.19107258,0.66722286,-4.36662531,0,0,-4,0.95604092,10,0.00055188,0,0.01411915,0.00324268,0.00379649,0.00358416,0.00111306,0.00594217,-0.01405059,0.01085754,-0.01831049
55,45,170,0.24708726,0.64385235,-4.40473795,0,1,-4,0.95482928,9,0.00092449,0,0.01347816,0.0027885,0.0031854,0.00458734,0.00084734,0.00861453,-0.01094454,0.01133316,-0.01847994
60,45,170,0.33660474,0.60632318,-4.45547533,0,1,-4,0.95379943,10,0.0011143,0,0.01412535,0.0015708,0.00101131,0.00594847,0.00337517,0.01372916,-0.00826894,0.01196426,-0.01815593
65,45,170,0.41567844,0.65114343,-4.5251503,0,1,-5,0.9515757,10,0.00135292,0,0.01733148,0.00197729,0.00614178,0.00751431,0.00754976,0.01557999,-0.00686063,0.01133758,-0.02128702
35,50,170,0.07199932,0.61373049,-4.13473892,0,1,-4,0.95595199,7,0.00052776,0,0.02006507,0.00764321,0.00407687,-0.00386153,0.00225139,0.00718884,-0.01816113,0.0083036,-0.02010167
40,50,170,0.17022966,0.62590444,-4.20407867,0,0,-4,0.95643419,9,0.00085234,0,0.01913607,0.00784908,0.00320694,-0.00172973,0.00237691,0.00709255,-0.01829984,0.00948763,-0.02047276
45,50,170,0.21156479,0.64693946,-4.26578665,0,1,-4,0.95558959,7,0.00088761,0,0.01691711,0.00666997,0.00350247,0.00075903,0.00167799,0.0063259,-0.01669368,0.01104227,-0.01996779
50,50,170,0.20090169,0.65152633,-4.30557632,0,1,-4,0.95440006,7,0.0008326,0,0.01385844,0.00515413,0.0047423,0.00229473,-0.00004613,0.00565517,-0.01299265,0.01259771,-0.01878965
55,50,170,0.24679463,0.64746124,-4.34894609,0,1,-4,0.95377648,8,0.00096203,0,0.01281917,0.00453581,0.00501302,0.00421168,-0.00064903,0.00699413,-0.0102965,0.01385109,-0.01765472
60,50,170,0.33737132,0.62522173,-4.39858389,0,1,-4,0.95303357,10,0.00063461,0,0.01348829,0.00486799,0.00485731,0.00650057,0.00146592,0.01141179,-0.00825145,0.01429787,-0.01729476
65,50,170,0.46288961,0.63810527,-4.46208906,0,1,-5,0.9513855,10,0.00108069,0,0.01654112,0.00537486,0.00744269,0.00876074,0.00467193,0.01524154,-0.00723309,0.01372102,-0.02034903
35,55,170,0.09747943,0.6339463,-4.09102011,0,1,-4,0.9522745,8,0.00055274,0,0.01994181,0.00864242,0.00458584,-0.00546232,0.00101638,0.00539313,-0.01667635,0.0089366,-0.02060115
40,55,170,0.18452239,0.6363318,-4.15573359,0,0,-4,0.95242947,9,0.00089753,0,0.01854992,0.00886962,0.00403929,-0.00381743,0.0005554,0.00523967,-0.01654544,0.01033129,-0.02077454
45,55,170,0.21267185,0.64514011,-4.20989084,0,0,-4,0.9510166,9,0.00059396,0,0.01657212,0.00736768,0.0040974,-0.00185601,-0.00081497,0.00457509,-0.01482651,0.01227957,-0.02025044
50,55,170,0.18689942,0.65356517,-4.2416234,0,0,-4,0.94927788,7,0.00098638,0,0.01325023,0.00548384,0.00529006,0.00067161,-0.0021587,0.00391107,-0.0115081,0.01437346,-0.01901126
55,55,170,0.23809487,0.67133754,-4.29360008,0,0,-4,0.94904363,8,0.00051457,0,0.01298332,0.00580223,0.00753159,0.00329391,-0.00225377,0.0047125,-0.00940826,0.01623004,-0.01757133
60,55,170,0.32696137,0.67760676,-4.3521347,0,0,-4,0.94884181,9,0.00090361,0,0.01469529,0.00826367,0.01239126,0.00618448,-0.00124043,0.00683874,-0.00805726,0.01664808,-0.0182181
65,55,170,0.420102,0.69425488,-4.41412973,0,1,-4,0.94842511,9,0.00075987,0,0.01721096,0.00954763,0.01582614,0.00833331,-0.00119203,0.00726692,-0.00819853,0.0148541,-0.02294868
35,60,170,0.11098963,0.68194574,-4.05338335,0,1,-4,0.94941193,8,0.00081862,0,0.01760888,0.00914428,0.00492755,-0.00379476,0.00154793,0.00310329,-0.0150562,0.00868184,-0.02109313
40,60,170,0.17570552,0.68463182,-4.10920095,0,1,-4,0.94960928,8,0.0007224,0,0.0153091,0.00936032,0.00437344,-0.00227361,0.00121033,0.00320146,-0.01477273,0.01021771,-0.02140701
45,60,170,0.19381578,0.69272697,-4.15717173,0,1,-4,0.94876224,8,0.00050824,0,0.01330996,0.00799461,0.00409656,-0.00052338,0.00049567,0.00329716,-0.01370009,0.01207736,-0.02143282
50,60,170,0.17892949,0.70417708,-4.19673109,0,1,-4,0.94745934,7,0.00062827,0,0.0100261,0.00709549,0.00532197,0.00167723,-0.00017679,0.00284717,-0.01108141,0.01338744,-0.02100223
55,60,170,0.24018358,0.72616595,-4.25919962,0,1,-4,0.94772846,8,0.00053945,0,0.0103544,0.00775993,0.00929691,0.00417891,0.00001299,0.00364334,-0.00916658,0.01538552,-0.02037215
60,60,170,0.32001773,0.74731815,-4.32923651,0,1,-4,0.94906968,8,0.00086247,0,0.01190019,0.00851361,0.01331334,0.00646651,-0.00016809,0.00364611,-0.0091205,0.01599192,-0.02188796
65,60,170,0.39488947,0.77226579,-4.39476299,0,1,-4,0.94962496,9,0.00068959,0,0.01544762,0.00889701,0.01753397,0.00837556,-0.00064355,0.00337507,-0.010038,0.01539696,-0.02582306
