x,y,z,u,v,w,u0,v0,w0,ZNCC,iteration,convergence,feature,ux,uy,uz,vx,vy,vz,wx,wy,wz
65,55,420,0.41735259,2.43390989,-16.06744957,0,2,-16,0.94290215,7,0.00037952,0,0.01180315,-0.00526184,-0.00254923,-0.0039997,0.01608992,0.00447679,0.01401742,-0.00016914,-0.03713691
35,60,420,-0.0188278,2.59772015,-16.47133636,0,3,-17,0.94744146,7,0.00033367,0,0.01527107,-0.00107467,-0.00188002,-0.00307785,0.01468861,0.00211477,0.01365296,0.0054323,-0.03729033
40,60,420,0.04315665,2.58827519,-16.40548897,0,3,-17,0.94613051,7,0.0005162,0,0.01467741,-0.00142665,-0.00204967,-0.00348322,0.01417506,0.00207337,0.01285655,0.00423381,-0.03769273
45,60,420,0.12023303,2.56653237,-16.34197235,0,3,-17,0.94640893,7,0.00085026,0,0.01423061,-0.00161169,-0.00243341,-0.00322163,0.01409686,0.00214755,0.01299069,0.00366342,-0.03803229
50,60,420,0.19705775,2.53969288,-16.27994728,0,2,-16,0.94530469,6,0.00089062,0,0.01380968,-0.00198831,-0.00227387,-0.00245554,0.0144763,0.00286502,0.0133804,0.00262837,-0.03786337
55,60,420,0.26885328,2.52652216,-16.21818733,0,2,-16,0.94537473,6,0.00074594,0,0.01299024,-0.00246988,-0.00143615,-0.00191292,0.01485097,0.00385582,0.01340473,0.00140026,-0.03701955
60,60,420,0.3368533,2.5241189,-16.14874649,0,2,-16,0.94496417,6,0.00067631,0,0.01185083,-0.00320431,-0.00148643,-0.0018166,0.01530433,0.0046394,0.01306323,0.00007666,-0.03616202
65,60,420,0.39522883,2.52805853,-16.08104897,0,2,-16,0.9445613,7,0.00028847,0,0.01151335,-0.00438604,-0.00218077,-0.00201996,0.0163008,0.00500723,0.01266425,-0.00062874,-0.03666788
35,65,420,-0.02035963,2.67985892,-16.45163345,0,3,-17,0.94806439,7,0.00057833,0,0.01414168,-0.00283932,-0.00278478,-0.00273825,0.01532316,0.00188904,0.01212223,0.00440384,-0.03656632
40,65,420,0.03424261,2.669842,-16.39489746,0,3,-17,0.94657797,7,0.000656,0,0.01356328,-0.00301257,-0.00251203,-0.00304188,0.01481473,0.00209823,0.01135006,0.00333328,-0.03718901
45,65,420,0.10421231,2.64720941,-16.33621407,0,3,-17,0.94699472,7,0.00097923,0,0.0133152,-0.00295014,-0.00258549,-0.00277838,0.01473534,0.00252716,0.01167643,0.00255914,-0.03735608
50,65,420,0.18034497,2.62105393,-16.27846336,0,3,-16,0.9466539,7,0.00042395,0,0.01284528,-0.00330568,-0.00225334,-0.00190498,0.01520145,0.00337727,0.01210648,0.00163218,-0.03709531
55,65,420,0.25454554,2.60611391,-16.22152138,0,2,-16,0.94738066,6,0.00084772,0,0.01173902,-0.00358458,-0.00151447,-0.00125682,0.01563907,0.00451789,0.01215662,0.00051763,-0.03645331
60,65,420,0.32275808,2.60303068,-16.16056061,0,3,-16,0.94738978,7,0.00033252,0,0.01091385,-0.00422553,-0.00149833,-0.00089288,0.015939,0.00548512,0.01167508,-0.00089567,-0.03584814
65,65,420,0.3762005,2.61220098,-16.10027122,0,3,-16,0.94718826,6,0.00067588,0,0.01109648,-0.00507343,-0.00200815,-0.00085002,0.0165484,0.00608262,0.01139025,-0.00184966,-0.03659189
35,35,425,0.00275162,2.22348642,-16.82768059,0,2,-17,0.94203281,8,0.00042931,0,0.02139556,-0.00138688,-0.00317164,-0.00009665,0.02020824,0.00228897,0.01759857,0.01002164,-0.04322451
40,35,425,0.07984416,2.23308229,-16.73303795,0,2,-17,0.94160128,7,0.00058329,0,0.02283478,-0.0025099,-0.00381518,-0.00143367,0.02037787,0.00255926,0.01705035,0.00869551,-0.04205996
45,35,425,0.16848221,2.2239337,-16.64050293,0,2,-17,0.9422974,7,0.00053658,0,0.02381968,-0.00299388,-0.00429963,-0.00301257,0.01960337,0.00247779,0.01624536,0.00695393,-0.04068846
50,35,425,0.27757362,2.20714235,-16.55202484,0,2,-17,0.94192469,7,0.00061059,0,0.02217174,-0.00362692,-0.00384001,-0.00390458,0.01699769,0.00277558,0.01653959,0.00588777,-0.03995919
55,35,425,0.37371856,2.19144917,-16.46152496,0,2,-17,0.94174367,7,0.0005925,0,0.01931012,-0.00439674,-0.00241936,-0.00433565,0.01483154,0.00338632,0.01650464,0.00451028,-0.03887868
60,35,425,0.44572231,2.17271304,-16.37006378,0,2,-17,0.94107974,7,0.00031646,0,0.01562226,-0.00474508,-0.00136331,-0.00522385,0.01429224,0.00374285,0.01682839,0.00318461,-0.03748888
65,35,425,0.53295952,2.15144658,-16.2918148,1,2,-16,0.94216549,7,0.00061205,0,0.01288915,-0.00519196,-0.00256936,-0.00592185,0.01471484,0.00320527,0.01734997,0.00243949,-0.03696674
35,40,425,0.02049821,2.34137821,-16.79490471,0,2,-17,0.94612473,8,0.00045681,0,0.02000391,-0.00157557,-0.00364831,-0.0046467,0.01252091,-0.00250097,0.01763125,0.01193946,-0.04129475
40,40,425,0.09781393,2.33611751,-16.69539452,0,2,-17,0.94504613,7,0.00068686,0,0.0206753,-0.00321553,-0.00443737,-0.00620375,0.01266491,-0.00114919,0.01711193,0.01008453,-0.04122829
45,40,425,0.1754045,2.31794095,-16.60574341,0,2,-17,0.94505292,7,0.00048162,0,0.02179384,-0.00439208,-0.00442285,-0.00681154,0.01307881,0.00036487,0.01637413,0.00792347,-0.04059756
50,40,425,0.27025315,2.29153895,-16.51718903,0,2,-17,0.94370997,7,0.00051121,0,0.02060461,-0.00525179,-0.00388329,-0.00645158,0.01188624,0.00181208,0.01644546,0.00618311,-0.0399583
55,40,425,0.35758024,2.2660892,-16.42827797,0,2,-17,0.94251543,7,0.00049581,0,0.01795685,-0.00601809,-0.00265846,-0.00564251,0.01095486,0.00311142,0.01616924,0.00438549,-0.03918898
60,40,425,0.42927289,2.24607396,-16.33634186,0,2,-16,0.94107741,6,0.00076462,0,0.01457882,-0.00643268,-0.00194612,-0.00567043,0.0109148,0.00387608,0.01604576,0.00277834,-0.03808326
65,40,425,0.51626533,2.22403836,-16.2587471,0,2,-16,0.94168794,7,0.0005245,0,0.0122062,-0.0069658,-0.00327524,-0.00588188,0.01228905,0.00358547,0.01628306,0.00194549,-0.03774571
35,45,425,0.0093811,2.40429831,-16.76704025,0,2,-17,0.94484544,7,0.00093939,0,0.018736,-0.00178298,-0.00308169,-0.0044102,0.01151657,-0.00386447,0.01770388,0.01264889,-0.03984046
40,45,425,0.08717728,2.39487624,-16.66510963,0,2,-17,0.94377077,7,0.0007524,0,0.01897788,-0.00341762,-0.00375998,-0.00644666,0.00991058,-0.0026932,0.01699074,0.01007179,-0.04042983
45,45,425,0.16996439,2.36954761,-16.57461739,0,2,-17,0.94410104,7,0.00056428,0,0.01989746,-0.00422712,-0.0039066,-0.00684454,0.00995159,-0.00089852,0.01611168,0.00796794,-0.04059839
50,45,425,0.25530931,2.34352851,-16.48890877,0,2,-17,0.94294357,7,0.00047593,0,0.0196023,-0.00495995,-0.00362323,-0.0065012,0.01024401,0.00111707,0.01595436,0.0059734,-0.04019457
55,45,425,0.33337793,2.32577944,-16.40436363,0,2,-17,0.94184911,7,0.00040185,0,0.01779592,-0.00599765,-0.00283589,-0.00582791,0.01118016,0.00269243,0.01529454,0.00400443,-0.03947455
60,45,425,0.39941296,2.31100035,-16.31727791,0,2,-16,0.94073647,7,0.00035232,0,0.01412332,-0.00681346,-0.00244332,-0.00570599,0.01235843,0.00341877,0.01481284,0.00225791,-0.03845721
65,45,425,0.48529261,2.2904377,-16.24277878,0,2,-16,0.94156057,7,0.0006919,0,0.0119952,-0.00743177,-0.00340586,-0.00596248,0.01424432,0.00338142,0.01491343,0.0017035,-0.03812325
35,50,425,-0.00593059,2.46645761,-16.73330879,0,2,-17,0.94565225,7,0.0007419,0,0.01821816,-0.00156807,-0.00223234,-0.00324782,0.01256192,-0.0043693,0.01743897,0.01292166,-0.03883684
40,50,425,0.06807854,2.44959617,-16.63737106,0,2,-17,0.94442129,7,0.00056792,0,0.01817715,-0.00285101,-0.00285972,-0.00510824,0.01086628,-0.0034642,0.01654356,0.00997733,-0.03961587
45,50,425,0.15277611,2.42137074,-16.55066109,0,2,-17,0.94495493,7,0.00047984,0,0.01879787,-0.00344508,-0.00320165,-0.00559124,0.01064706,-0.0019323,0.01560432,0.00786966,-0.04002762
50,50,425,0.24018754,2.39453816,-16.47289276,0,2,-17,0.94382334,7,0.00044593,0,0.01854587,-0.00388195,-0.0030721,-0.00534009,0.01099873,-0.0000813,0.01533146,0.00582329,-0.03963244
55,50,425,0.31938347,2.38226485,-16.39448357,0,2,-17,0.94311702,7,0.00040272,0,0.01673257,-0.00463697,-0.00261006,-0.00504871,0.01236272,0.00160589,0.0145891,0.00380243,-0.03923792
60,50,425,0.37558222,2.38509607,-16.31064987,0,2,-16,0.94245642,7,0.00040481,0,0.01350594,-0.00628807,-0.00273683,-0.00556896,0.01452672,0.00278939,0.01360068,0.00192286,-0.03840935
65,50,425,0.45563874,2.3740356,-16.23764992,0,2,-16,0.94282514,7,0.00064096,0,0.01179326,-0.00732883,-0.00322354,-0.00588403,0.01643765,0.00292842,0.01338289,0.00130521,-0.03814554
35,55,425,-0.02574268,2.52931166,-16.68403816,0,2,-17,0.94836938,7,0.00066196,0,0.01776206,-0.00163041,-0.00156645,-0.00284769,0.0126822,-0.00479041,0.01629761,0.01169199,-0.03867996
40,55,425,0.04708648,2.51501822,-16.60193253,0,2,-17,0.94702077,7,0.00045227,0,0.01744032,-0.00229675,-0.00206932,-0.00363642,0.01239634,-0.00356814,0.01544368,0.0090932,-0.03925812
45,55,425,0.13286041,2.4912219,-16.52528191,0,2,-17,0.94786435,7,0.00040368,0,0.01761818,-0.00276445,-0.00261955,-0.0038265,0.01239252,-0.00219366,0.01470775,0.00725878,-0.03952992
50,55,425,0.22001484,2.46596432,-16.45625877,0,2,-17,0.94662017,7,0.00041141,0,0.0171622,-0.00309934,-0.00266942,-0.00364783,0.01256752,-0.00045411,0.0144346,0.00515051,-0.03918624
55,55,425,0.29979017,2.45414448,-16.38785744,0,2,-16,0.94579864,6,0.00052218,0,0.01512027,-0.00344527,-0.00221009,-0.00343672,0.01332152,0.00119487,0.01379389,0.00304287,-0.03874683
60,55,425,0.35966256,2.45537734,-16.31281662,0,2,-16,0.94492161,6,0.00072394,0,0.01209199,-0.00450465,-0.00238676,-0.00373806,0.01486719,0.00246857,0.01281282,0.00110263,-0.03813684
65,55,425,0.42259109,2.45824909,-16.23813248,0,2,-16,0.94484407,7,0.00034316,0,0.01162076,-0.00629457,-0.00297709,-0.00443501,0.01699376,0.00306251,0.01211415,0.00036274,-0.03809029
35,60,425,-0.04342608,2.59763885,-16.63709259,0,3,-17,0.94943959,7,0.00067835,0,0.01729333,-0.00215979,-0.00112039,-0.00170904,0.01383638,-0.00453201,0.01394305,0.00889773,-0.03869903
40,60,425,0.02802,2.58880019,-16.56880951,0,3,-17,0.9480502,7,0.00060699,0,0.01661396,-0.0024897,-0.00141943,-0.00248725,0.01384723,-0.00328836,0.01328883,0.00695362,-0.03901356
45,60,425,0.11253028,2.5704155,-16.50248909,0,3,-17,0.94874042,7,0.0007921,0,0.0162679,-0.00289768,-0.00198844,-0.00253679,0.01392663,-0.00189994,0.01289689,0.00549823,-0.03901422
50,60,425,0.20108232,2.55054498,-16.44156265,0,3,-17,0.94767737,8,0.00032173,0,0.01575923,-0.00335336,-0.00215244,-0.00204731,0.01431429,-0.00005454,0.01265399,0.00372618,-0.03861481
55,60,425,0.28154096,2.54308915,-16.38252258,0,2,-16,0.94730407,6,0.00056669,0,0.01409078,-0.00355781,-0.00154066,-0.00186906,0.01490033,0.00162519,0.01211709,0.00201587,-0.03801578
60,60,425,0.3440921,2.54392266,-16.31729317,0,2,-16,0.94658208,6,0.00064821,0,0.01158917,-0.00413749,-0.0018443,-0.00184919,0.01579535,0.00299535,0.01139336,0.00031099,-0.03747845
65,60,425,0.39907774,2.54923916,-16.25040627,0,2,-16,0.9461202,7,0.00026805,0,0.01112807,-0.00545597,-0.00263918,-0.00212254,0.01711142,0.00362918,0.01084806,-0.00060991,-0.03767043
35,65,425,-0.05408815,2.66967654,-16.60482597,0,3,-17,0.9493376,7,0.00056171,0,0.0160681,-0.00389025,-0.00128381,-0.00112981,0.01464474,-0.00355263,0.0121799,0.0057166,-0.03813559
40,65,425,0.01278988,2.66352701,-16.54681396,0,3,-17,0.94807458,7,0.00051884,0,0.01565981,-0.00419285,-0.00135764,-0.00164773,0.01443112,-0.00223004,0.01139384,0.00408435,-0.0383907
45,65,425,0.09334592,2.64828706,-16.48884773,0,3,-17,0.94884396,7,0.00076158,0,0.01549363,-0.00442174,-0.00166541,-0.00173007,0.01449704,-0.00070822,0.01123094,0.00286385,-0.03823674
50,65,425,0.18222773,2.63088608,-16.43412018,0,3,-17,0.94863528,8,0.00035488,0,0.01491439,-0.00480564,-0.00173523,-0.00118075,0.0150342,0.00099594,0.01096506,0.00158497,-0.03783643
55,65,425,0.26485524,2.62247872,-16.38059807,0,3,-17,0.94912922,8,0.00033984,0,0.01301372,-0.00475699,-0.00130828,-0.00094667,0.01570666,0.00270938,0.01049631,0.00022306,-0.03744638
60,65,425,0.32762733,2.62295938,-16.32467079,0,3,-17,0.94901752,7,0.00077305,0,0.01073956,-0.00512926,-0.00173558,-0.00073699,0.0163883,0.00416757,0.00975067,-0.0013107,-0.03695273
65,65,425,0.3785266,2.63357592,-16.26743317,0,2,-16,0.94873822,7,0.00027913,0,0.01067746,-0.00600406,-0.0025449,-0.0007114,0.01718998,0.00491565,0.00942697,-0.00230123,-0.03726828
35,35,430,0.01950855,2.21741104,-17.03295708,0,2,-17,0.93999439,8,0.0004301,0,0.02220237,-0.00250355,-0.004273,-0.00019552,0.02097976,0.00137034,0.01802653,0.01246157,-0.04512745
40,35,430,0.10589951,2.22281933,-16.93895721,0,2,-17,0.93869591,7,0.00070027,0,0.02268183,-0.00374287,-0.00428585,-0.00178936,0.0207665,0.00159476,0.01699883,0.01122008,-0.0444898
45,35,430,0.20004526,2.21090174,-16.84848785,0,2,-17,0.93873239,7,0.00067657,0,0.02323759,-0.00398474,-0.00436814,-0.00319859,0.01945245,0.00161368,0.01574115,0.00927522,-0.04328501
50,35,430,0.30461475,2.19685602,-16.75629425,0,2,-17,0.93834412,7,0.00070896,0,0.02214086,-0.00383129,-0.0043805,-0.00407993,0.01665759,0.00198502,0.01544761,0.00767429,-0.04248714
55,35,430,0.39739564,2.18514037,-16.6634922,0,2,-17,0.93812382,7,0.00064001,0,0.0189805,-0.0044972,-0.00295784,-0.00480663,0.01419282,0.00256635,0.01530906,0.0057589,-0.04108006
60,35,430,0.46259916,2.16450334,-16.56965256,0,2,-17,0.93769556,7,0.00032599,0,0.01470327,-0.00485955,-0.00157035,-0.00597598,0.01341748,0.00285099,0.01563495,0.00417256,-0.03990328
65,35,430,0.54002142,2.13802671,-16.48972702,0,2,-17,0.93842787,6,0.00090858,0,0.01196194,-0.00510777,-0.00217863,-0.00692987,0.01386619,0.00261534,0.01605508,0.00322551,-0.03941345
35,40,430,0.02113267,2.32228136,-16.99162865,0,2,-17,0.94374168,8,0.00053642,0,0.02134633,-0.0028904,-0.00467337,-0.00391101,0.01420474,-0.00420247,0.01726976,0.01388723,-0.04410583
40,40,430,0.10666363,2.31743813,-16.89653206,0,2,-17,0.94188398,7,0.00073047,0,0.02152479,-0.00454775,-0.00490343,-0.00600937,0.01395631,-0.00259552,0.01667304,0.01221527,-0.04393256
45,40,430,0.19277698,2.30122876,-16.8122139,0,2,-17,0.94153726,7,0.00051956,0,0.02197492,-0.00568155,-0.00425813,-0.00689267,0.01350784,-0.00096468,0.01574058,0.01015633,-0.04289293
50,40,430,0.28920302,2.27718616,-16.72192764,0,2,-17,0.93997049,7,0.00045523,0,0.02096248,-0.00594385,-0.00395862,-0.00668869,0.01217842,0.00064951,0.01543027,0.00820845,-0.04208529
55,40,430,0.37697372,2.25606227,-16.63227463,0,2,-17,0.93872112,7,0.00049055,0,0.01800239,-0.00651034,-0.00277315,-0.00616776,0.01095462,0.00211451,0.01513175,0.00605679,-0.04099494
60,40,430,0.44467112,2.2341032,-16.53931046,0,2,-17,0.93745089,7,0.00045847,0,0.013924,-0.00669216,-0.00172092,-0.00640769,0.01079392,0.00295189,0.01505834,0.00431332,-0.04029191
65,40,430,0.52186483,2.20760512,-16.4598732,0,2,-17,0.93769878,7,0.00046553,0,0.01140738,-0.00685551,-0.0023979,-0.00675558,0.01232266,0.00306552,0.01505209,0.00325486,-0.04008412
35,45,430,0.00805343,2.38051057,-16.95866776,0,2,-17,0.9420011,8,0.00043466,0,0.01991618,-0.00306644,-0.00418149,-0.00353274,0.01201987,-0.00631478,0.01686268,0.01454484,-0.04245645
40,45,430,0.09381457,2.36788368,-16.86074257,0,2,-17,0.9401381,7,0.00077526,0,0.01995015,-0.00469933,-0.00447448,-0.00602457,0.01023948,-0.00459851,0.01628649,0.01229842,-0.0429253
45,45,430,0.18199503,2.34501362,-16.77538109,0,2,-17,0.94025606,7,0.00059879,0,0.02053022,-0.00560026,-0.00404832,-0.00687718,0.00989795,-0.00224837,0.01531477,0.01036268,-0.04280043
50,45,430,0.26975971,2.32541847,-16.68965149,0,2,-17,0.93897527,7,0.00040516,0,0.02021444,-0.006051,-0.00361556,-0.00669545,0.01055586,0.00026201,0.01492339,0.00826871,-0.04229301
55,45,430,0.34886551,2.31331277,-16.60549545,0,2,-17,0.93794799,7,0.00036579,0,0.0181551,-0.00691282,-0.00268436,-0.00633258,0.01169503,0.00218989,0.0143857,0.00599832,-0.04130876
60,45,430,0.41208866,2.29753423,-16.51711464,0,2,-17,0.9369477,7,0.00034865,0,0.01372659,-0.00737536,-0.00194001,-0.00645055,0.0130111,0.0029251,0.01403831,0.00413448,-0.04067659
65,45,430,0.48958939,2.27782702,-16.44197845,0,2,-17,0.93757856,7,0.0003019,0,0.01130939,-0.00756396,-0.00242585,-0.00685251,0.01545441,0.00292775,0.01379788,0.00300091,-0.04027945
35,50,430,-0.01151219,2.4413116,-16.9229393,0,2,-17,0.94288737,7,0.00084638,0,0.0190444,-0.00334197,-0.00314278,-0.00332726,0.01115465,-0.00751557,0.01633479,0.01405502,-0.0415054
40,50,430,0.07052335,2.41952872,-16.8304615,0,2,-17,0.94073009,7,0.00066569,0,0.01898909,-0.00447559,-0.00335681,-0.00498787,0.01001155,-0.00579442,0.01563049,0.01164262,-0.04213434
45,50,430,0.1605338,2.39329147,-16.74823952,0,2,-17,0.94086587,7,0.0005127,0,0.01958096,-0.00501118,-0.00316296,-0.00548362,0.01004958,-0.00347303,0.01460964,0.00972119,-0.04230934
50,50,430,0.25283426,2.37397909,-16.67001534,0,2,-17,0.93965328,7,0.00035873,0,0.0193249,-0.00519103,-0.00295129,-0.0053704,0.01088989,-0.00097484,0.01414763,0.00758621,-0.04185784
55,50,430,0.33310077,2.36954045,-16.59372902,0,2,-17,0.93927377,7,0.000305,0,0.01733065,-0.00570562,-0.00249171,-0.00536075,0.01270831,0.00101517,0.01364203,0.00536267,-0.04107195
60,50,430,0.38665631,2.37530422,-16.51216125,0,2,-17,0.93874514,7,0.00030734,0,0.01309204,-0.006975,-0.00236857,-0.00607692,0.01553655,0.00207516,0.01305441,0.00337922,-0.04034019
65,50,430,0.45916528,2.36725068,-16.43852043,0,2,-17,0.93905902,7,0.00034138,0,0.01115549,-0.00760512,-0.00259666,-0.00671399,0.01786113,0.00217974,0.01250614,0.00233348,-0.03996533
35,55,430,-0.03453919,2.50404501,-16.87532806,0,2,-17,0.94596493,7,0.00064365,0,0.01874471,-0.0027602,-0.0020303,-0.00245636,0.0116061,-0.00801975,0.01528125,0.01271745,-0.04075003
40,55,430,0.04730106,2.48832321,-16.79364395,0,2,-17,0.94384533,7,0.00046189,0,0.01823092,-0.00343725,-0.00223985,-0.00304091,0.01187396,-0.00613696,0.0143917,0.01039086,-0.04130095
45,55,430,0.13699907,2.46723461,-16.72086716,0,2,-17,0.94430166,7,0.00039454,0,0.01847291,-0.00399111,-0.00243055,-0.00330191,0.01216531,-0.00415792,0.01362205,0.0085216,-0.04138654
50,55,430,0.22946945,2.44973993,-16.65206528,0,2,-17,0.94303298,7,0.00034045,0,0.01798248,-0.00420584,-0.00248946,-0.00334215,0.01269984,-0.00191669,0.01324894,0.00625652,-0.04102123
55,55,430,0.31104672,2.44371843,-16.58643723,0,2,-17,0.94238245,7,0.00030822,0,0.0157299,-0.00430351,-0.0022876,-0.00346405,0.01376009,-0.00006139,0.01292105,0.00400812,-0.04037035
60,55,430,0.36751285,2.44713378,-16.5158329,0,2,-17,0.94161165,7,0.00025129,0,0.01162851,-0.0050788,-0.00249299,-0.00392643,0.01582694,0.00113031,0.01245099,0.0020193,-0.03996509
65,55,430,0.42480433,2.45042753,-16.44437027,0,2,-17,0.94159651,7,0.00024171,0,0.01083624,-0.00664558,-0.00281026,-0.00486139,0.0182178,0.00161532,0.01174966,0.00099777,-0.03989738
35,60,430,-0.05811613,2.57650828,-16.82893181,0,3,-17,0.94703716,7,0.00090698,0,0.01814663,-0.00274144,-0.00093992,-0.00105183,0.01309562,-0.00765,0.0131707,0.00975672,-0.03977638
40,60,430,0.0221334,2.56727338,-16.75970268,0,3,-17,0.94516009,7,0.00080276,0,0.01731265,-0.00316172,-0.00109111,-0.00184171,0.01354325,-0.00591113,0.01238141,0.00784058,-0.04016733
45,60,430,0.11006329,2.5518589,-16.69667625,0,2,-17,0.94557327,6,0.00088229,0,0.01717675,-0.00382274,-0.0014429,-0.00204785,0.01386523,-0.00408349,0.01194331,0.00622991,-0.04008824
50,60,430,0.20423843,2.54007578,-16.6362648,0,2,-17,0.94472212,6,0.00093759,0,0.01668072,-0.00423648,-0.00176022,-0.00187785,0.0144949,-0.00188294,0.01163525,0.00429526,-0.03978246
55,60,430,0.28878167,2.53716683,-16.57913971,0,2,-17,0.94449621,7,0.00031247,0,0.01472437,-0.00417158,-0.00173828,-0.00193876,0.01530719,-0.00003683,0.01138387,0.00258282,-0.03925335
60,60,430,0.34806469,2.54024506,-16.51811028,0,3,-17,0.9437272,7,0.00062162,0,0.01117778,-0.00447403,-0.00228671,-0.00201395,0.01660693,0.0012917,0.01120595,0.00104238,-0.03902024
65,60,430,0.39766845,2.54568648,-16.45510292,0,3,-17,0.94332957,7,0.00071553,0,0.0103128,-0.00571438,-0.00290905,-0.00227169,0.01810896,0.00193522,0.01068052,0.00012314,-0.03915006
35,65,430,-0.0742573,2.65368152,-16.7926693,0,3,-17,0.94704443,7,0.00083079,0,0.01687551,-0.0042088,-0.00013927,-0.0001084,0.01387346,-0.00651573,0.01133082,0.00613938,-0.03872269
40,65,430,0.00214704,2.65129924,-16.73404503,0,3,-17,0.94562244,7,0.00067656,0,0.01634884,-0.00453708,-0.00028517,-0.00085913,0.0139544,-0.00460068,0.01048559,0.00441774,-0.0388124
45,65,430,0.08617086,2.64027667,-16.67996216,0,3,-17,0.94629091,7,0.00074446,0,0.01648891,-0.00496505,-0.00067257,-0.00121612,0.01420748,-0.00274782,0.01028902,0.00314666,-0.038625
50,65,430,0.18231481,2.62977529,-16.62679672,0,3,-17,0.94622135,7,0.00081512,0,0.01597857,-0.00534716,-0.00121756,-0.0009365,0.01492989,-0.00072529,0.0100569,0.00182753,-0.03840905
55,65,430,0.27005258,2.62580872,-16.57520485,0,3,-17,0.94688606,7,0.00080741,0,0.01377523,-0.00512429,-0.00157212,-0.0008661,0.01574111,0.00121955,0.00997465,0.00050895,-0.03806782
60,65,430,0.3305898,2.62882948,-16.52207756,0,3,-17,0.94679594,7,0.00063423,0,0.01045954,-0.0052765,-0.00240832,-0.00068366,0.01672661,0.00278993,0.00977388,-0.00085281,-0.03779829
65,65,430,0.37691832,2.64089322,-16.46815872,0,3,-17,0.94677043,7,0.00065996,0,0.00993931,-0.00614347,-0.00316311,-0.00060513,0.01758456,0.00357457,0.00946911,-0.00173528,-0.03779608
35,35,435,0.03609921,2.19149709,-17.25562859,0,2,-17,0.93832332,8,0.00050519,0,0.02121282,-0.00327824,-0.00554276,-0.00067461,0.02052319,-0.00169198,0.01673196,0.01379312,-0.04861772
40,35,435,0.11921787,2.18981051,-17.16851807,0,2,-17,0.9359864,7,0.00053914,0,0.02161002,-0.00467614,-0.0048298,-0.00270838,0.02067828,-0.00172037,0.0160421,0.01265705,-0.04802328
45,35,435,0.20969777,2.17289948,-17.08161926,0,2,-17,0.93538296,6,0.00080299,0,0.02152956,-0.00513707,-0.00402459,-0.00408543,0.01952565,-0.00196623,0.0152823,0.01100724,-0.04713809
50,35,435,0.30337682,2.15508771,-16.98839188,0,2,-17,0.93451154,6,0.00064512,0,0.0204246,-0.00488156,-0.00369515,-0.0048549,0.01718497,-0.00171697,0.01522338,0.00951494,-0.04672951
55,35,435,0.3888588,2.13660288,-16.8909111,0,2,-17,0.93433058,6,0.00071302,0,0.01699519,-0.00547162,-0.00231383,-0.00574267,0.01535904,-0.00119815,0.01540589,0.00770827,-0.0458231
60,35,435,0.45348296,2.11244392,-16.79383087,0,2,-17,0.93438834,6,0.00003588,0,0.01300335,-0.00546461,-0.00112945,-0.00663506,0.01528013,-0.00095504,0.01578801,0.00621122,-0.04509634
65,35,435,0.52291375,2.08216429,-16.71269035,0,2,-17,0.93522477,6,0.00031812,0,0.01046121,-0.00508129,-0.00119831,-0.00740832,0.01642287,-0.00125334,0.01617956,0.00517816,-0.04469663
35,40,435,0.02669524,2.27961016,-17.21641731,0,2,-17,0.9425807,7,0.00084783,0,0.02115488,-0.00311935,-0.00583901,-0.00344963,0.01534748,-0.00671776,0.01624532,0.01500515,-0.04735041
40,40,435,0.10934269,2.27112222,-17.13118553,0,2,-17,0.93947768,6,0.00099502,0,0.0212611,-0.00493157,-0.00527376,-0.00604865,0.01545429,-0.00562661,0.01600387,0.01351911,-0.04686755
45,40,435,0.19560876,2.25278497,-17.04905319,0,2,-17,0.93840843,6,0.00069305,0,0.02115488,-0.00618144,-0.00396172,-0.00720254,0.01498556,-0.00443979,0.01539782,0.01184505,-0.04606575
50,40,435,0.28513539,2.22664165,-16.95780182,0,2,-17,0.93612468,6,0.00051182,0,0.01981735,-0.00648584,-0.00316386,-0.00701548,0.01416326,-0.00308699,0.01545242,0.01015983,-0.04566997
55,40,435,0.36620754,2.20121837,-16.86239433,0,2,-17,0.93476427,6,0.00062821,0,0.01651347,-0.00686585,-0.00197035,-0.00668899,0.01371002,-0.00179495,0.01547193,0.00814665,-0.04519224
60,40,435,0.43206215,2.17759752,-16.76552391,0,2,-17,0.93385476,6,0.00078427,0,0.0125339,-0.006696,-0.00098892,-0.00666046,0.01454484,-0.00103628,0.01550697,0.00642774,-0.04496449
65,40,435,0.5033406,2.15050602,-16.68425751,0,2,-17,0.93429112,7,0.00030547,0,0.01005256,-0.00624934,-0.00090982,-0.00686231,0.01679361,-0.00105341,0.01552459,0.00503882,-0.04492199
35,45,435,0.01621304,2.33376789,-17.17308998,0,2,-17,0.94140172,7,0.00051362,0,0.01994479,-0.00291469,-0.00559754,-0.00268896,0.01368177,-0.0085975,0.01551668,0.01536317,-0.0462594
40,45,435,0.09926932,2.31776166,-17.08832932,0,2,-17,0.93812573,7,0.0004993,0,0.01979899,-0.00466545,-0.00515526,-0.0055837,0.01212347,-0.00753749,0.01530239,0.01355975,-0.04623973
45,45,435,0.18328166,2.29660535,-17.0109024,0,2,-17,0.93739522,7,0.00047749,0,0.02001059,-0.0059375,-0.00391886,-0.00696425,0.01168501,-0.00565573,0.01483131,0.01195658,-0.04584849
