x,y,u,v,w,r1r2 ZNCC,r1t1 ZNCC,r1t2 ZNCC,r2_x,r2_y,t1_x,t1_y,t2_x,t2_y,ref_x,ref_y,ref_z,tar_x,tar_y,tar_z,exx,eyy,ezz,exy,eyz,ezx
234,135,-4.04184341,-0.76217842,0.88442993,0.96850073,0.99491721,0.95749855,188.2503662,74.72184753,166.9600067,123.1402206,115.4577637,60.4112854,-37.60477829,-26.23824501,393.3672485,-41.6466217,-27.00042343,394.2516785,-0.0015749,-0.00211355,-0.05832024,-0.00481462,-0.02333627,-0.02186193
234,144,-4.03266907,-0.76305962,0.87860107,0.97191882,0.99503356,0.96278977,188.2015381,84.04255676,167.1051025,132.0861359,115.5844269,69.73632812,-37.60469055,-25.70654869,393.3648987,-41.63735962,-26.46960831,394.2434998,-0.00588725,-0.00186241,0.01785528,0.00846684,0.05169706,-0.02846305
234,153,-4.02384186,-0.76404762,0.88046265,0.97181445,0.99471194,0.9627524,188.1716003,93.30827332,167.2576904,141.0367889,115.6952591,79.01472473,-37.60427475,-25.17622948,393.3592529,-41.62811661,-25.9402771,394.2397156,-0.01263448,-0.00162354,0.37401003,0.01018812,0.06174982,-0.01422531
234,162,-4.01406097,-0.7663784,0.88006592,0.96996826,0.994331,0.96061832,188.1330872,102.6065521,167.4222412,149.9963226,115.8229904,88.26445007,-37.60403442,-24.64510345,393.3552246,-41.6180954,-25.41148186,394.2352905,-0.00840438,-0.00181386,0.5785889,0.0118146,0.06910017,0.01823631
234,171,-4.00322342,-0.76708984,0.87393188,0.96918684,0.99434155,0.96000588,188.0904846,111.9265595,167.5950012,158.9421387,115.9856339,97.59584045,-37.60383606,-24.11341667,393.3518982,-41.60705948,-24.88050652,394.2258301,-0.00609116,-0.00290699,0.65518624,0.00766104,0.0432393,0.03019542
234,180,-3.99189758,-0.76907921,0.87109375,0.96723473,0.99441284,0.958875,188.0574646,121.172287,167.7811737,167.885788,116.15448,106.8174667,-37.60351562,-23.58377075,393.347168,-41.59541321,-24.35284996,394.2182617,0.01240554,-0.00412706,0.55430627,-0.0014214,-0.00864815,0.06750555
234,189,-3.98016357,-0.77194786,0.87091064,0.97043198,0.99436402,0.96211231,188.0100708,130.4652405,167.97995,176.8188171,116.3065643,116.0722427,-37.60342026,-23.052948,393.3449707,-41.58358383,-23.82489586,394.2158814,0.02584253,-0.00462216,0.14015742,0.00389039,0.01950685,0.06026619
234,198,-3.96756363,-0.77441597,0.87033081,0.97232616,0.99441904,0.96420252,187.9248352,139.7921143,168.1934662,185.7554779,116.4389801,125.3712845,-37.6039772,-22.52153778,393.3494873,-41.57154083,-23.29595375,394.2198181,-0.01560334,-0.00473239,0.32071787,-0.00037804,-0.00546388,-0.03469268
234,207,-3.95402527,-0.77628708,0.8656311,0.97235858,0.99418801,0.96355671,187.8481903,149.1114807,168.4153137,194.6906891,116.6106567,134.6779938,-37.60439301,-21.99025726,393.3526917,-41.55841827,-22.76654434,394.2183228,-0.02072124,-0.0045017,0.19710267,0.0072428,0.03325144,-0.06046013
234,216,-3.93955231,-0.77913857,0.86346436,0.97142029,0.99372602,0.96286303,187.8281403,158.3967285,168.6554565,203.6260376,116.8450165,143.9202728,-37.60385132,-21.45940781,393.3454895,-41.54340363,-22.23854637,394.2089539,-0.00307461,-0.00526979,0.27329341,0.00228071,0.00686283,-0.01021704
234,225,-3.92369843,-0.78212166,0.85498047,0.97323734,0.99390584,0.96505547,187.849823,167.6980438,168.9071045,212.5379334,117.1658859,153.1871948,-37.60256958,-20.92778015,393.3311768,-41.52626801,-21.70990181,394.1861572,0.03011798,-0.00720503,0.28199115,-0.00793643,-0.04952692,0.07243961
234,234,-3.90768433,-0.78527069,0.85195923,0.97135371,0.99383461,0.96205336,187.7826233,176.9831848,169.1737061,221.464859,117.3841324,162.4275818,-37.60283661,-20.39741516,393.3327332,-41.51052094,-21.18268585,394.1846924,0.01989124,-0.00698062,0.35531318,-0.00114638,-0.01254422,0.05031065
234,243,-3.89128876,-0.78988838,0.85202026,0.96879619,0.99372131,0.95925802,187.7111511,186.2435913,169.4523163,230.3804779,117.593277,171.609314,-37.60319901,-19.86780548,393.3354187,-41.49448776,-20.65769386,394.187439,-0.00913735,-0.0069674,0.00945836,0.00139552,0.00197461,-0.05952584
234,252,-3.873909,-0.79286575,0.84835815,0.96798325,0.99372333,0.95798224,187.6494141,195.5413361,169.7403565,239.2995911,117.842804,180.8764954,-37.6033783,-19.33703613,393.3360291,-41.47728729,-20.12990189,394.1843872,-0.01418503,-0.00670842,0.22961178,-0.00022776,-0.0062337,-0.05343947
234,261,-3.85583496,-0.79626465,0.84490967,0.96566266,0.9927718,0.95455509,187.6316834,204.8803558,170.0397797,248.2166596,118.1462021,190.1720886,-37.60277557,-18.80475807,393.3287659,-41.45861053,-19.60102272,394.1736755,-0.0129859,-0.00544221,0.28110486,0.01362939,0.06386939,-0.04911165
234,270,-3.83720398,-0.7995472,0.83914185,0.96634459,0.99328071,0.95593446,187.5987244,214.1390991,170.3439331,257.136322,118.4529419,199.3858948,-37.60249329,-18.2748909,393.3244324,-41.43969727,-19.0744381,394.1635742,0.02694425,-0.00645129,-0.01341618,0.00705642,0.02456603,0.02218033
234,279,-3.81795502,-0.80361176,0.8352356,0.97018945,0.99361509,0.96040332,187.5658569,223.4311676,170.6632843,266.0432739,118.7638931,208.6217041,-37.60215759,-17.74410629,393.3201904,-41.42011261,-18.54771805,394.155426,-0.00067209,-0.00555939,-0.29059824,0.02131519,0.09913941,-0.07977549
234,288,-3.79815674,-0.80741882,0.83233643,0.97306311,0.99429476,0.96477985,187.5428772,232.7410889,170.9931793,274.9544067,119.0898438,217.8821716,-37.60167694,-17.2127552,393.3141785,-41.39983368,-18.02017403,394.1465149,0.03336344,-0.00673725,-0.11515433,0.01191821,0.04799297,0.020935
234,297,-3.77712631,-0.81158638,0.82479858,0.97554177,0.99534881,0.9681412,187.5029144,241.9836273,171.3356018,283.8731079,119.4391022,227.0481567,-37.60149765,-16.68344879,393.3113098,-41.37862396,-17.49503517,394.1361084,0.04290063,-0.00706698,0.37253258,0.00132111,-0.00269067,0.08990878
234,306,-3.75641251,-0.81478882,0.82189941,0.97625226,0.99540335,0.96907681,187.4405823,251.3127441,171.6818543,292.7946472,119.7433243,236.3391724,-37.60167694,-16.1518631,393.3124085,-41.35808945,-16.96665192,394.1343079,0.02278128,-0.00667331,0.06277278,-0.00235164,-0.02119245,0.00672874
234,315,-3.73514938,-0.81836414,0.82296753,0.97398257,0.99514037,0.96662956,187.378479,260.6183777,172.0444031,301.7122192,120.0427322,245.6036377,-37.60187149,-15.62092876,393.3134766,-41.33702087,-16.43929291,394.1364441,0.01574316,-0.00651523,0.18900454,-0.00558455,-0.03831759,0.00130014
234,324,-3.71327209,-0.82149601,0.81542969,0.97337401,0.99458992,0.96565711,187.3270569,269.9376831,172.401535,310.6364136,120.394371,254.8786011,-37.60189819,-15.08954525,393.3127441,-41.31517029,-15.91104126,394.1281738,0.03202549,-0.00693357,-0.11856481,-0.00954765,-0.05869061,0.00865806
234,333,-3.69058228,-0.82498074,0.80740356,0.97261018,0.99451679,0.96478963,187.2866211,279.2269592,172.7719879,319.5558777,120.7733841,264.1157837,-37.60170746,-14.55894756,393.3100891,-41.29228973,-15.3839283,394.1174927,0.01654628,-0.00681507,-0.06269519,0.00166554,-0.00047632,-0.0271997
234,342,-3.66862488,-0.82902718,0.8102417,0.97134405,0.99455649,0.96367651,187.2488709,288.5254822,173.1482849,328.4733276,121.1016693,273.3583984,-37.60150528,-14.02807713,393.3069458,-41.27013016,-14.8571043,394.1171875,0.02150292,-0.00696972,0.13887946,-0.00032637,-0.00992755,0.00274797
234,351,-3.64510345,-0.83225346,0.80429077,0.97042626,0.99404389,0.96244919,187.2198181,297.8134155,173.5362091,337.3930359,121.4977493,282.6062622,-37.60112762,-13.49748039,393.3024597,-41.24623108,-14.32973385,394.1067505,0.04689837,-0.00658226,-0.0703667,0.00020996,-0.01106148,0.03924839
234,360,-3.62106323,-0.83578205,0.79785156,0.97134501,0.99427098,0.9627372,187.197937,307.0769653,173.9312439,346.3091736,121.9128647,291.8223267,-37.60064697,-12.96753979,393.2965088,-41.22171021,-13.80332184,394.0943604,0.03659199,-0.00652159,0.28236777,-0.0059914,-0.04273344,0.04581587
234,369,-3.59690094,-0.83881378,0.79574585,0.97193366,0.99395388,0.96292353,187.1160736,316.3683777,174.3381805,355.2376099,122.2544098,301.0769348,-37.60118866,-12.43714237,393.3015442,-41.1980896,-13.27595615,394.09729,0.03393526,-0.00630897,0.29010746,-0.00459453,-0.03518157,0.03745433
234,378,-3.57170105,-0.84170723,0.7901001,0.96885294,0.99371397,0.96007663,187.1096497,325.6830444,174.7538605,364.1595459,122.7013474,310.361908,-37.60042953,-11.90569878,393.2928467,-41.17213058,-12.74740601,394.0829468,0.0187545,-0.00553548,0.30466366,0.00925796,0.03840356,-0.00288927
234,387,-3.54642487,-0.84515095,0.78497314,0.96668702,0.9939813,0.95932704,187.0707855,334.9577942,175.1731567,373.0885925,123.1163483,319.5810547,-37.60022736,-11.37556744,393.2902222,-41.14665222,-12.22071838,394.0751953,0.03875813,-0.00607389,0.28477028,0.00507966,0.01367529,0.04466975
234,396,-3.52034378,-0.8482399,0.7805481,0.96672356,0.99376827,0.96068877,187.0375366,344.2880859,175.6073914,382.0148621,123.5479584,328.872467,-37.59991455,-10.84383869,393.2864685,-41.12025833,-11.69207859,394.0670166,0.03227166,-0.0057918,0.25154561,0.01265144,0.05517937,0.0218786
234,405,-3.49370193,-0.85195732,0.77685547,0.9671604,0.99348634,0.96066809,187.0162811,353.6002808,176.0509338,390.9356079,123.9981766,338.1296997,-37.59943008,-10.31258392,393.2804565,-41.09313202,-11.16454124,394.057312,0.0399175,-0.00614035,0.03144555,0.00814859,0.02807587,0.01671441
234,414,-3.46648407,-0.85535336,0.77438354,0.96845281,0.99378324,0.96183705,186.9666596,362.8842163,176.5075836,399.8596497,124.4256821,347.3684387,-37.59943771,-9.78225994,393.2798462,-41.06592178,-10.6376133,394.0542297,0.04240367,-0.00650702,-0.27428442,0.00785118,0.02278169,-0.00879737
234,423,-3.43809891,-0.85844231,0.76776123,0.96694219,0.9928056,0.95879734,186.8900452,372.1647949,176.9787903,408.778717,124.862999,356.6169739,-37.59986496,-9.25213528,393.2843018,-41.03796387,-10.11057758,394.052063,0.00497821,-0.00677771,-0.08251303,0.00185189,-0.01018423,-0.08947167
234,432,-3.40876007,-0.8620882,0.75930786,0.96747607,0.99352074,0.95999956,186.8479462,381.4440918,177.4603577,417.6999512,125.3574677,365.8406677,-37.5997467,-8.72191143,393.2822571,-41.00850677,-9.58399963,394.0415649,0.00767441,-0.00687291,-0.13563025,0.0036938,-0.00310354,-0.09194154
234,441,-3.37878799,-0.86608791,0.7593689,0.97199881,0.99493051,0.96628898,186.788147,390.7229919,177.9689941,426.6192627,125.8143387,375.0604248,-37.59991074,-8.19176197,393.2835693,-40.97869873,-9.05784988,394.0429382,0.00313454,-0.00728946,0.02107274,-0.01052339,-0.07450091,-0.08987375
234,450,-3.34732819,-0.86924076,0.75048828,0.97370076,0.99544251,0.96909851,186.7593079,400.0144043,178.4860077,435.541687,126.3591385,384.312561,-37.59954071,-7.66116714,393.2793579,-40.9468689,-8.53040791,394.0298462,0.03044931,-0.00737219,-0.30664259,-0.01508719,-0.1009571,-0.05903289
234,459,-3.31489944,-0.87244844,0.74649048,0.97291881,0.9949888,0.9683581,186.71875,409.3572083,179.0285034,444.4577026,126.8924027,393.6251831,-37.59937668,-7.12915277,393.2770386,-40.91427612,-8.00160122,394.0235291,0.113779,-0.00840448,-0.19639252,-0.02287076,-0.14938648,0.15937093
234,468,-3.28178024,-0.87633514,0.7444458,0.97070128,0.99450189,0.96585393,186.6779175,418.6481018,179.5857391,453.3757324,127.4295502,402.8606262,-37.59921265,-6.59861898,393.2749939,-40.88099289,-7.47495413,394.0194397,0.11195723,-0.00811156,0.40313983,-0.00559872,-0.05613055,0.20783669
234,477,-3.24744797,-0.88105154,0.74047852,0.9618274,0.99223906,0.95639884,186.6421204,427.9175415,180.1602936,462.2791443,127.9997406,412.0594482,-37.59897232,-6.06868315,393.2720032,-40.84642029,-6.94973469,394.0124817,0.0423796,-0.00870248,0.60056025,0.01094294,0.02560912,0.04255169
234,486,-3.21130753,-0.88551569,0.73782349,0.96196228,0.99219745,0.9573341,186.5621338,437.2457581,180.7688294,471.1834106,128.5529938,421.3266907,-37.59950256,-5.53718328,393.2770386,-40.81081009,-6.42269897,394.0148621,-0.01106848,-0.0087468,0.53077996,0.01658399,0.05478607,-0.11486533
234,495,-3.17346191,-0.89037848,0.73062134,0.96357739,0.99277449,0.95854187,186.5372009,446.4868164,181.3973694,480.0793762,129.2071381,430.4985657,-37.59905624,-5.00803232,393.2723084,-40.77251816,-5.8984108,394.0029297,0.04691436,-0.01009559,0.28915623,0.00940284,0.00772746,0.00495752
234,504,-3.1337738,-0.89621305,0.72207642,0.9612447,0.99210453,0.95682961,186.5524292,455.7730408,182.0534973,488.9656982,129.9371185,439.6905212,-37.59792328,-4.47755575,393.2602539,-40.73169708,-5.37376881,393.9823303,0.11037303,-0.01161258,0.12053015,-0.00267525,-0.0649086,0.15003119
234,513,-3.09238434,-0.9019978,0.71621704,0.96493316,0.99273264,0.96122986,186.4720459,465.0689087,182.7452698,497.8548889,130.5932617,448.8937378,-37.59844208,-3.94696355,393.2654419,-40.69082642,-4.84896135,393.9816589,0.08445392,-0.01178469,0.20981747,0.00541209,-0.02073167,0.07965723
234,522,-3.04941177,-0.90765667,0.70889282,0.96431953,0.99259651,0.96073812,186.4516754,474.3359375,183.4609985,506.7399902,131.3401184,458.075592,-37.59792709,-3.41710901,393.2600403,-40.64733887,-4.32476568,393.9689331,0.01986931,-0.01180282,-0.22352478,0.02749437,0.09566797,-0.1420159
234,531,-3.00413132,-0.91473246,0.70825195,0.96260345,0.99210483,0.95965624,186.3980713,483.6725769,184.2272034,515.5999146,132.0699463,467.3063355,-37.59799194,-2.88532186,393.2602844,-40.60212326,-3.80005431,393.9685364,0.15861972,-0.01341537,-0.39259315,0.0071865,-0.02381622,0.18989527
234,540,-2.95610046,-0.9216063,0.6998291,0.96372211,0.9928183,0.96151268,186.3448334,492.9857483,185.0272064,524.4628296,132.8763123,476.5154419,-37.59803772,-2.35420012,393.2606201,-40.55413818,-3.27580643,393.9604492,-0.04612095,-0.01492774,-0.34298262,0.0299826,0.0860082,-0.33825323
234,549,-2.90576553,-0.9299401,0.68792725,0.96355045,0.99343163,0.96195579,186.273468,502.3027954,185.8590241,533.3155518,133.7192078,485.6875,-37.598423,-1.82297432,393.2640686,-40.50418854,-2.75291443,393.9519959,-0.03829342,-0.01594502,-0.27098939,0.02116175,0.03819747,-0.32230291
234,558,-2.85256577,-0.9384352,0.68203735,0.96692377,0.99323303,0.96621585,186.2345886,511.5914307,186.7511292,542.1418457,134.6190796,494.8543091,-37.59821701,-1.2925328,393.262085,-40.45078278,-2.230968,393.9441223,0.0415452,-0.01825652,-0.29184854,0.00050138,-0.07608105,-0.1307252
234,567,-2.79650879,-0.94792092,0.6729126,0.96501553,0.99324912,0.96551168,186.2303162,520.8676148,187.6847992,550.9586792,135.6154022,503.9827881,-37.59742355,-0.76245213,393.2536621,-40.39393234,-1.71037304,393.9265747,0.16801086,-0.02089238,-0.04897073,-0.01788194,-0.18054768,0.2028435
234,576,-2.73800278,-0.95878512,0.66619873,0.96324348,0.99255753,0.96611911,186.1697998,530.1469116,188.6655426,559.7600708,136.5893555,513.0831909,-37.59759521,-0.23228399,393.2556152,-40.33559799,-1.19106913,393.921814,0.08474451,-0.02080679,0.07377962,0.02460349,0.03321732,-0.00792679
234,585,-2.67635345,-0.97012228,0.66061401,0.96228254,0.99219954,0.96590608,186.1161041,539.4465332,189.7012024,568.5505371,137.6198425,522.1983643,-37.59765244,0.2984603,393.2561951,-40.27400589,-0.67166197,393.9168091,0.01335778,-0.02283086,0.15124799,0.02274527,0.01789662,-0.20221448
234,594,-2.61129761,-0.98284906,0.65380859,0.96319389,0.99260968,0.96523434,186.1349793,548.7312012,190.7907105,577.3359375,138.7857056,531.2537231,-37.59645081,0.82872677,393.2437134,-40.20774841,-0.15412231,393.897522,0.10723302,-0.02507187,0.15843652,0.02106597,-0.01170816,0.02852721
234,603,-2.54095459,-0.99651957,0.63861084,0.96458733,0.99258459,0.96645647,186.0998535,558.0322266,191.9564819,586.0857544,140.020813,540.3312378,-37.59620285,1.35948145,393.2409363,-40.13715744,0.36296189,393.8795471,0.17207834,-0.02760434,-0.04190804,0.01112363,-0.07815413,0.16022868
234,612,-2.46831512,-1.01061845,0.62811279,0.96946371,0.99336785,0.97011966,186.0154419,567.319397,193.1713409,594.8291626,141.229187,549.3869019,-37.59677887,1.8898983,393.2472534,-40.06509399,0.87927985,393.8753662,0.00565509,-0.02911402,0.45975062,0.02153689,-0.03224742,-0.22912426
234,621,-2.39033127,-1.02649736,0.61404419,0.96358675,0.99175978,0.96576059,185.9930115,576.6279297,194.4684143,603.5458984,142.6042328,558.4292603,-37.59630966,2.42085028,393.2423706,-39.98664093,1.39435291,393.8564148,0.03745968,-0.0315392,0.07820416,0.03848813,0.03872957,-0.18988183
234,630,-2.30800629,-1.04370832,0.60031128,0.9644165,0.99199349,0.96760225,185.9721985,585.9307861,195.8404541,612.2354736,144.0552521,567.4474487,-37.59579086,2.95162368,393.2369995,-39.90379715,1.90791535,393.8373108,0.31940085,-0.03481951,-0.25350401,-0.00929476,-0.22920135,0.48861021
234,639,-2.22042847,-1.06296945,0.58328247,0.96307278,0.99169451,0.96831858,185.9010162,595.2150269,197.2967835,620.9020996,145.5585632,576.4006958,-37.59615326,3.48196125,393.2410584,-39.81658173,2.4189918,393.8243408,0.34514776,-0.03482513,-0.40190181,-0.00668773,-0.21460764,0.53165144
234,648,-2.12604904,-1.08367467,0.56561279,0.95984823,0.9902975,0.96787745,185.8202667,604.5095825,198.8670349,629.5380249,147.1729431,585.3465576,-37.59667587,4.01262522,393.2466431,-39.72272491,2.92895055,393.8122559,0.40725029,-0.04929159,-2.65475965,0.14759843,0.61297143,0.46307513
243,135,-4.03995514,-0.77214241,0.88204956,0.96801138,0.9948315,0.95675486,197.8981171,74.98199463,175.9524231,122.9603882,125.1672287,60.50070953,-37.06520462,-26.23158455,393.2675476,-41.10515976,-27.00372696,394.1495972,-0.00192814,-0.00254076,0.01347102,0.00314795,0.01964791,-0.01653265
243,144,-4.03086472,-0.77340126,0.87850952,0.97078955,0.99481744,0.96063697,197.8315888,84.28396606,176.1002502,131.8991089,125.2663117,69.80673218,-37.06544113,-25.70063591,393.2684326,-41.09630585,-26.47403717,394.1469421,-0.00461635,-0.00236791,0.05437105,0.00781726,0.04621778,-0.02200114
243,153,-4.02137756,-0.77485085,0.87774658,0.96917975,0.99416149,0.95857376,197.7987824,93.56848145,176.259552,140.8398743,125.3952942,79.09284973,-37.06509399,-25.16983223,393.2633667,-41.08647156,-25.94468307,394.1411133,-0.00699925,-0.00172676,0.16363771,0.01433708,0.0830498,-0.0193745
243,162,-4.0112915,-0.77732277,0.87625122,0.97011405,0.99422967,0.96052295,197.7875977,102.8341141,176.4267426,149.7900848,125.559227,88.31208038,-37.06439972,-24.63935661,393.2544556,-41.07569122,-25.41667938,394.1307068,0.01313409,-0.00238181,0.15963276,0.01215825,0.06679979,0.03016197
243,171,-4.00037384,-0.77906227,0.87417603,0.9696238,0.99421352,0.95889348,197.7542419,112.1712494,176.6076508,158.7306213,125.717659,97.6388092,-37.06404495,-24.10711479,393.2496033,-41.06441879,-24.88617706,394.1237793,0.01729533,-0.00300181,0.40538308,0.01080098,0.05794821,0.06375889
243,180,-3.98868561,-0.78108788,0.86984253,0.96832955,0.99409109,0.9582215,197.7008667,121.4630127,176.7984314,167.67099,125.8784561,106.9057159,-37.06407166,-23.57639313,393.2484436,-41.05275726,-24.357481,394.1182861,0.03422634,-0.00470986,0.38577679,0.00004424,0.00106198,0.10652716
243,189,-3.97591782,-0.78405571,0.86437988,0.96806639,0.99332988,0.95831448,197.6791534,130.727417,177.0039978,176.5992889,126.0930481,116.1230164,-37.0635643,-23.04613495,393.2416077,-41.03948212,-23.83019066,394.1059876,0.0095973,-0.00553568,0.5393396,-0.01081826,-0.05737878,0.05448459
243,198,-3.96269989,-0.78676224,0.86325073,0.97084862,0.99369508,0.96186364,197.6016235,140.0404358,177.2269287,185.5306702,126.2452087,125.4047623,-37.06399536,-22.51506996,393.2448731,-41.02669525,-23.3018322,394.1081238,-0.01630566,-0.00526182,0.15839094,0.00711046,0.03482645,-0.05225205
243,207,-3.94844437,-0.78973961,0.85720825,0.97148305,0.99374568,0.96189648,197.5653381,149.3633728,177.4574585,194.4535828,126.473938,134.6864014,-37.06371689,-21.98332787,393.2407532,-41.01216125,-22.77306747,394.0979614,-0.02101287,-0.00591672,0.15064348,0.00317342,0.01476021,-0.06750597
243,216,-3.93361282,-0.79329109,0.85754395,0.97288406,0.99397314,0.96440816,197.5285645,158.6575012,177.7087708,203.3815002,126.6891785,143.9260254,-37.06347275,-21.45242882,393.2366943,-40.99708557,-22.24571991,394.0942383,0.02718208,-0.00741447,0.28569323,-0.00736403,-0.04282353,0.06495523
243,225,-3.91738129,-0.79707718,0.85412598,0.97526318,0.99431789,0.96723545,197.4920349,167.9195709,177.9778748,212.2762909,126.9410095,153.1540222,-37.06321335,-20.92246056,393.2329712,-40.98059464,-21.71953773,394.0870972,0.01484919,-0.00725593,0.40673903,0.00292956,0.01019194,0.04244065
243,234,-3.90054321,-0.80106163,0.84759521,0.97121465,0.99408144,0.96130991,197.4440308,177.205658,178.2517242,221.1951904,127.2052841,162.3680115,-37.06316376,-20.39192963,393.2312012,-40.96370697,-21.19299126,394.0787964,0.0122247,-0.00775848,0.23906739,0.01009725,0.04669639,0.01681857
243,243,-3.88362503,-0.80592537,0.84954834,0.97162789,0.99434388,0.96261811,197.3996735,186.4374085,178.5419312,230.0980988,127.4422302,171.5289612,-37.06306458,-19.86292076,393.2290344,-40.94668961,-20.66884613,394.0785828,-0.00419654,-0.00775242,0.16955447,0.00780187,0.03487407,-0.03417791
243,252,-3.86577225,-0.80949402,0.84613037,0.96884453,0.99388754,0.95840555,197.3179321,195.7375183,178.8392944,239.012146,127.6796112,180.7840576,-37.063591,-19.33227348,393.2332764,-40.92936325,-20.1417675,394.0794067,-0.01520703,-0.00695474,0.30703849,0.00873334,0.04006105,-0.05149535
243,261,-3.84716415,-0.81357765,0.84301758,0.96515805,0.99235934,0.95413607,197.3083954,205.0730133,179.1477356,247.9170685,127.9988556,190.065506,-37.0628624,-18.80005646,393.2246704,-40.91002655,-19.61363411,394.067688,0.0156676,-0.00748089,0.18017927,-0.00009544,-0.00850977,0.01025466
243,270,-3.82796478,-0.81714821,0.83895874,0.96714127,0.99333757,0.95741367,197.2651825,214.3754578,179.4661255,256.8274536,128.299469,199.3257141,-37.06272507,-18.26905823,393.222229,-40.89068985,-19.08620644,394.0611877,0.02764221,-0.00859625,-0.05909483,-0.00496051,-0.03742712,0.01424597
243,279,-3.80774307,-0.82187653,0.83337402,0.96795034,0.99329853,0.95810658,197.2489777,223.6328735,179.7984924,265.7227478,128.649353,208.5133362,-37.06214523,-17.73914337,393.2150269,-40.86988831,-18.5610199,394.0484009,-0.00158128,-0.00826298,-0.59863955,0.0017825,-0.00246495,-0.11692177
243,288,-3.78734207,-0.82667542,0.82940674,0.97023809,0.99415761,0.96200931,197.2368774,232.9220581,180.1356049,274.6231384,129.0011292,217.7276306,-37.06148529,-17.20832253,393.2069702,-40.84882736,-18.03499794,394.036377,0.04594402,-0.00874592,-0.26040363,-0.00096895,-0.02115627,0.03733377
243,297,-3.76595688,-0.83111763,0.82208252,0.97326303,0.99540848,0.96568823,197.20401,242.1978302,180.4848328,283.5297852,129.3620911,226.9303894,-37.06118774,-16.67805862,393.2030029,-40.82714462,-17.50917625,394.0250855,0.03282937,-0.00800468,-0.01280883,-0.00273698,-0.0251583,0.02506295
243,306,-3.7445755,-0.8348465,0.81970215,0.97371453,0.99549782,0.96604061,197.1435242,251.5162659,180.8434143,292.4424439,129.6767883,236.2027588,-37.06135941,-16.14678192,393.2037659,-40.80593491,-16.98162842,394.023468,0.02041642,-0.00750338,-0.00447641,-0.01043133,-0.06329904,-0.00762616
243,315,-3.72268295,-0.83854198,0.81842041,0.97417271,0.99553245,0.96721131,197.1079865,260.8111267,181.2125855,301.3580017,130.0215607,245.4506531,-37.06108856,-15.61601734,393.2001648,-40.78377151,-16.45455933,394.0185852,0.01926137,-0.00733412,-0.00748194,-0.00968867,-0.05842008,-0.0131749
243,324,-3.70038223,-0.84254456,0.81274414,0.9733128,0.99441463,0.96604496,197.0450134,270.1250916,181.5806732,310.2693787,130.3626099,254.7058411,-37.06129837,-15.08489227,393.2015381,-40.7616806,-15.92743683,394.0142822,0.01909611,-0.007789,-0.06315008,-0.0053647,-0.03671223,-0.02013251
243,333,-3.67780685,-0.84645081,0.80935669,0.97403294,0.99411082,0.96697801,196.9771729,279.3927307,181.9580841,319.184845,130.6956635,263.9172363,-37.06160736,-14.55510235,393.2038269,-40.73941422,-15.40155315,394.0131836,0.01462691,-0.00811645,-0.05467903,-0.00638231,-0.0410862,-0.0334044
243,342,-3.6545639,-0.85102558,0.80541992,0.97179562,0.99380904,0.96431017,196.9922333,288.6913757,182.3430634,328.0931397,131.1235657,273.1418152,-37.06048965,-14.02394676,393.1911926,-40.71505356,-14.87497234,393.9966126,0.01883936,-0.00807956,0.09741502,-0.008571,-0.05264014,-0.01108731
243,351,-3.63041687,-0.85447025,0.79727173,0.97129059,0.99370164,0.96465772,196.9371948,297.9429016,182.7383575,337.0066528,131.5133362,282.3501282,-37.06058121,-13.4945612,393.1914673,-40.69099808,-14.34903145,393.988739,0.04560424,-0.00720818,0.12621751,0.00015407,-0.01311299,0.05548173
243,360,-3.60604477,-0.85816479,0.79147339,0.969073,0.99372995,0.9607783,196.8987885,307.2513428,183.1411285,345.9177856,131.9154358,291.6118164,-37.0603714,-12.96346951,393.1885071,-40.66641617,-13.82163429,393.9799805,0.03650163,-0.00690151,0.32974645,-0.00517855,-0.03829116,0.04993746
243,369,-3.58101273,-0.86206627,0.78796387,0.97030455,0.99386013,0.96150404,196.8178864,316.512085,183.5604096,354.8399963,132.2785645,300.8103943,-37.06090164,-12.43396282,393.1934815,-40.64191437,-13.29602909,393.9814453,0.01958014,-0.00684277,0.13466844,0.00668419,0.02413278,-0.01462205
243,378,-3.55559158,-0.86523724,0.78536987,0.97007143,0.9943651,0.96164769,196.7617493,325.8024597,183.9868774,363.7531433,132.6695709,310.0749512,-37.06101608,-11.9034729,393.1937561,-40.61660767,-12.76871014,393.979126,0.03543424,-0.00668681,0.16990115,0.00874796,0.03429645,0.02651286
243,387,-3.52965164,-0.8689661,0.78320312,0.96976835,0.99462754,0.96153975,196.7228699,335.1395874,184.4221802,372.6759338,133.0843201,319.3563843,-37.06081009,-11.3715868,393.19104,-40.59046173,-12.2405529,393.9742432,0.04361136,-0.00630339,0.0620544,0.01739005,0.07771257,0.03529995
243,396,-3.50276947,-0.87303448,0.77832031,0.96955442,0.99430496,0.96284246,196.6721039,344.4306335,184.8695068,381.600708,133.5144806,328.5753174,-37.06083298,-10.84106159,393.1904602,-40.56360245,-11.71409607,393.9687805,0.04539614,-0.00672154,0.0987525,0.00866703,0.03098023,0.04111368
