x,y,u,v,w,r1r2 ZNCC,r1t1 ZNCC,r1t2 ZNCC,r2_x,r2_y,t1_x,t1_y,t2_x,t2_y,ref_x,ref_y,ref_z,tar_y,tar_x,tar_z,exx,eyy,ezz,exy,eyz,ezx,
234.00000000,324.00000000,-3.78615189,-0.83126068,0.79220581,0.97337401,0.99458992,0.96565711,187.32705688,269.93768311,172.40153503,310.63641357,120.39437103,254.87860107,-37.97340012,-75.43867493,398.80349731,-41.75955200,-76.26993561,399.59570312,0.01836943,-0.00373126,-0.11168122,-0.00293740,-0.02553047,-0.02395271,
234.00000000,333.00000000,-3.76340103,-0.83485413,0.78353882,0.97261018,0.99451679,0.96478963,187.28662109,279.22695923,172.77198792,319.55587769,120.77338409,264.11578369,-37.95843506,-74.90122986,398.81069946,-41.72183609,-75.73608398,399.59423828,0.00465423,-0.00656316,-0.08885826,0.00986623,0.03635367,-0.05933333,
234.00000000,342.00000000,-3.74144363,-0.83902740,0.78576660,0.97134405,0.99455649,0.96367657,187.24887085,288.52548218,173.14828491,328.47332764,121.10166931,273.35839844,-37.94330215,-74.36354065,398.81909180,-41.68474579,-75.20256805,399.60485840,0.00306063,-0.00448096,0.48705429,-0.00121250,-0.02324475,-0.00929471,
234.00000000,351.00000000,-3.71772003,-0.84242249,0.78140259,0.97042626,0.99404389,0.96244919,187.21981812,297.81341553,173.53620911,337.39303589,121.49774933,282.60626221,-37.92815018,-73.82602692,398.82415771,-41.64587021,-74.66844940,399.60556030,0.03499955,-0.00419617,0.13718811,-0.00109634,-0.01563464,0.03164148,
234.00000000,360.00000000,-3.69348145,-0.84609985,0.77569580,0.97134501,0.99427098,0.96273720,187.19793701,307.07696533,173.93124390,346.30917358,121.91286469,291.82232666,-37.91318893,-73.28900909,398.82345581,-41.60667038,-74.13510895,399.59915161,0.03783905,-0.00327227,0.22792971,-0.00344931,-0.02975129,0.04353619,
234.00000000,369.00000000,-3.66915894,-0.84927368,0.77444458,0.97193366,0.99395394,0.96292353,187.11607361,316.36837769,174.33818054,355.23760986,122.25440979,301.07693481,-37.89889908,-72.75167084,398.83886719,-41.56805801,-73.60094452,399.61331177,0.04027929,-0.00310366,0.48182935,-0.00325437,-0.03055625,0.07139324,
234.00000000,378.00000000,-3.64368820,-0.85237122,0.77169800,0.96885294,0.99371392,0.96007663,187.10964966,325.68304443,174.75386047,364.15954590,122.70134735,310.36190796,-37.88304138,-72.21334076,398.84417725,-41.52672958,-73.06571198,399.61587524,0.03430813,-0.00464367,0.51166105,0.00488601,0.00924168,0.05673214,
234.00000000,387.00000000,-3.61840820,-0.85583496,0.76385498,0.96668702,0.99398130,0.95932698,187.07078552,334.95779419,175.17315674,373.08859253,123.11634827,319.58105469,-37.86821747,-71.67610931,398.84884644,-41.48662567,-72.53194427,399.61270142,0.03786339,-0.00429574,0.05618454,0.00274659,0.00131813,0.02025635,
234.00000000,396.00000000,-3.59218597,-0.85909271,0.76010132,0.96672356,0.99376822,0.96068877,187.03753662,344.28808594,175.60739136,382.01486206,123.54795837,328.87246704,-37.85261536,-71.13747406,398.86199951,-41.44480133,-71.99656677,399.62210083,0.02270029,-0.00677042,0.18895087,0.01377035,0.05590336,-0.01258552,
234.00000000,405.00000000,-3.56551743,-0.86289215,0.75527954,0.96716040,0.99348629,0.96066815,187.01628113,353.60028076,176.05093384,390.93560791,123.99817657,338.12969971,-37.83704376,-70.59921265,398.86972046,-41.40256119,-71.46210480,399.62500000,0.01681122,-0.00572689,0.03414570,0.01034057,0.03472409,-0.04763754,
234.00000000,414.00000000,-3.53811264,-0.86643982,0.75302124,0.96845281,0.99378324,0.96183705,186.96665955,362.88421631,176.50758362,399.85964966,124.42568207,347.36843872,-37.82232666,-70.06170654,398.87789917,-41.36043930,-70.92814636,399.63092041,0.01624214,-0.00679272,0.02822474,0.01613879,0.06005169,-0.04999186,
234.00000000,423.00000000,-3.50931168,-0.86973572,0.74978638,0.96694219,0.99280560,0.95879734,186.89004517,372.16479492,176.97879028,408.77871704,124.86299896,356.61697388,-37.80809402,-69.52435303,398.89065552,-41.31740570,-70.39408875,399.64044189,0.01928852,-0.00721959,0.71252167,0.01756732,0.05696297,0.02301982,
234.00000000,432.00000000,-3.47986984,-0.87345886,0.74002075,0.96747607,0.99352074,0.95999956,186.84794617,381.44409180,177.46035767,417.69995117,125.35746765,365.84066772,-37.79327774,-68.98690796,398.89669800,-41.27314758,-69.86036682,399.63671875,0.01029221,-0.00370639,0.11339170,0.00355022,-0.01504634,-0.06339404,
234.00000000,441.00000000,-3.44971466,-0.87757874,0.73883057,0.97199881,0.99493051,0.96628898,186.78814697,390.72299194,177.96899414,426.61926270,125.81433868,375.06042480,-37.77880478,-68.44946289,398.90594482,-41.22851944,-69.32704163,399.64477539,0.08005887,-0.00397200,0.30445898,0.00185975,-0.00659605,0.13271205,
