x,y,u0,v0,u,v,exx,eyy,exy,zncc,iteration,convergence,feature,
68.00000000,50.00000000,-0.43082538,-4.09563828,-0.43853158,-4.11275721,0.00000000,0.00000000,0.00000000,0.99688596,3.00000000,0.00087218,55.00000000,
70.00000000,50.00000000,-0.43127948,-4.09439421,-0.43827906,-4.10851097,0.00000000,0.00000000,0.00000000,0.99696982,3.00000000,0.00087333,57.00000000,
72.00000000,50.00000000,-0.42941052,-4.10019350,-0.43532428,-4.10618734,0.00000000,0.00000000,0.00000000,0.99700624,3.00000000,0.00072513,56.00000000,
74.00000000,50.00000000,-0.42786807,-4.10118818,-0.43422410,-4.10769367,0.00000000,0.00000000,0.00000000,0.99711859,3.00000000,0.00079925,57.00000000,
76.00000000,50.00000000,-0.42577481,-4.10298014,-0.43188718,-4.10411644,0.00000000,0.00000000,0.00000000,0.99722219,3.00000000,0.00044451,57.00000000,
78.00000000,50.00000000,-0.42444280,-4.10666561,-0.43484646,-4.10250902,0.00000000,0.00000000,0.00000000,0.99725419,3.00000000,0.00065398,55.00000000,
80.00000000,50.00000000,-0.42507511,-4.10813808,-0.43764088,-4.10267639,0.00000000,0.00000000,0.00000000,0.99721414,3.00000000,0.00064460,57.00000000,
82.00000000,50.00000000,-0.42618886,-4.11157179,-0.43804234,-4.10257387,0.00000000,0.00000000,0.00000000,0.99712610,3.00000000,0.00049510,53.00000000,
84.00000000,50.00000000,-0.42703369,-4.11237574,-0.43449786,-4.10629225,0.00000000,0.00000000,0.00000000,0.99720037,3.00000000,0.00045835,53.00000000,
86.00000000,50.00000000,-0.42736331,-4.11201191,-0.43707824,-4.10397148,0.00000000,0.00000000,0.00000000,0.99725121,3.00000000,0.00053447,54.00000000,
88.00000000,50.00000000,-0.41853264,-4.10799599,-0.43752867,-4.10339785,0.00000000,0.00000000,0.00000000,0.99715841,3.00000000,0.00083136,51.00000000,
90.00000000,50.00000000,-0.42057484,-4.11071587,-0.43217123,-4.09939098,0.00000000,0.00000000,0.00000000,0.99712771,3.00000000,0.00077885,55.00000000,
92.00000000,50.00000000,-0.42389274,-4.11353159,-0.43357867,-4.10822010,0.00000000,0.00000000,0.00000000,0.99710608,3.00000000,0.00052920,59.00000000,
94.00000000,50.00000000,-0.42674762,-4.10601854,-0.43103206,-4.10679626,0.00000000,0.00000000,0.00000000,0.99709803,3.00000000,0.00029451,55.00000000,
96.00000000,50.00000000,-0.43032596,-4.10531855,-0.43154854,-4.11146259,0.00000000,0.00000000,0.00000000,0.99711841,3.00000000,0.00054205,54.00000000,
98.00000000,50.00000000,-0.42546880,-4.10587120,-0.43421632,-4.10726833,0.00000000,0.00000000,0.00000000,0.99714279,3.00000000,0.00052183,54.00000000,
100.00000000,50.00000000,-0.42614692,-4.10792398,-0.43104792,-4.10873842,0.00000000,0.00000000,0.00000000,0.99711204,3.00000000,0.00045794,56.00000000,
102.00000000,50.00000000,-0.42685074,-4.11012983,-0.43386838,-4.10734558,0.00000000,0.00000000,0.00000000,0.99700695,3.00000000,0.00045486,55.00000000,
104.00000000,50.00000000,-0.42786095,-4.10845566,-0.43297717,-4.10547876,0.00000000,0.00000000,0.00000000,0.99683255,3.00000000,0.00056235,52.00000000,
106.00000000,50.00000000,-0.42672974,-4.11021471,-0.43424049,-4.10313463,0.00000000,0.00000000,0.00000000,0.99679595,3.00000000,0.00028421,48.00000000,
108.00000000,50.00000000,-0.42698535,-4.11005688,-0.43395093,-4.09868622,0.00000000,0.00000000,0.00000000,0.99673545,3.00000000,0.00052436,48.00000000,
110.00000000,50.00000000,-0.42664671,-4.10821438,-0.43386868,-4.10024786,0.00000000,0.00000000,0.00000000,0.99665827,3.00000000,0.00038628,49.00000000,
112.00000000,50.00000000,-0.42515016,-4.10748625,-0.43378437,-4.09984446,0.00000000,0.00000000,0.00000000,0.99671841,3.00000000,0.00049626,48.00000000,
114.00000000,50.00000000,-0.42284465,-4.10840368,-0.43165457,-4.10307741,0.00000000,0.00000000,0.00000000,0.99680102,3.00000000,0.00069487,49.00000000,
116.00000000,50.00000000,-0.42359424,-4.11021805,-0.43203288,-4.10227585,0.00000000,0.00000000,0.00000000,0.99674189,3.00000000,0.00089545,46.00000000,
118.00000000,50.00000000,-0.42718703,-4.10595512,-0.42947882,-4.09996700,0.00000000,0.00000000,0.00000000,0.99656385,3.00000000,0.00084869,44.00000000,
120.00000000,50.00000000,-0.42987290,-4.10143137,-0.42845181,-4.10120058,0.00000000,0.00000000,0.00000000,0.99651569,3.00000000,0.00070351,44.00000000,
122.00000000,50.00000000,-0.42967534,-4.10490227,-0.43086368,-4.10480881,0.00000000,0.00000000,0.00000000,0.99656796,3.00000000,0.00088809,42.00000000,
124.00000000,50.00000000,-0.43299174,-4.10201359,-0.42446569,-4.11130381,0.00000000,0.00000000,0.00000000,0.99655259,3.00000000,0.00098513,44.00000000,
126.00000000,50.00000000,-0.43951094,-4.10208607,-0.42386609,-4.11248684,0.00000000,0.00000000,0.00000000,0.99667507,4.00000000,0.00036234,45.00000000,
128.00000000,50.00000000,-0.43897942,-4.10193253,-0.43036142,-4.11437178,0.00000000,0.00000000,0.00000000,0.99667948,4.00000000,0.00022479,48.00000000,
130.00000000,50.00000000,-0.44027498,-4.10259056,-0.43069848,-4.11477137,0.00000000,0.00000000,0.00000000,0.99641615,4.00000000,0.00022104,44.00000000,
132.00000000,50.00000000,-0.43842971,-4.10528994,-0.43458244,-4.11719227,0.00000000,0.00000000,0.00000000,0.99640036,3.00000000,0.00039786,46.00000000,
134.00000000,50.00000000,-0.43643159,-4.10733891,-0.43553126,-4.11740494,0.00000000,0.00000000,0.00000000,0.99640179,3.00000000,0.00053092,46.00000000,
136.00000000,50.00000000,-0.43932226,-4.10514450,-0.44206634,-4.11247826,0.00000000,0.00000000,0.00000000,0.99648941,4.00000000,0.00022618,44.00000000,
138.00000000,50.00000000,-0.43816340,-4.10711908,-0.44266525,-4.11079597,0.00000000,0.00000000,0.00000000,0.99655128,3.00000000,0.00090588,42.00000000,
140.00000000,50.00000000,-0.44129115,-4.11080217,-0.44420576,-4.11244726,0.00000000,0.00000000,0.00000000,0.99675381,3.00000000,0.00049879,41.00000000,
142.00000000,50.00000000,-0.44238222,-4.11546230,-0.44572404,-4.11186409,0.00000000,0.00000000,0.00000000,0.99676585,3.00000000,0.00045010,42.00000000,
144.00000000,50.00000000,-0.44362035,-4.10591364,-0.44585696,-4.11067200,0.00000000,0.00000000,0.00000000,0.99671316,3.00000000,0.00052844,39.00000000,
146.00000000,50.00000000,-0.44373554,-4.10454512,-0.44498596,-4.11410379,0.00000000,0.00000000,0.00000000,0.99658054,3.00000000,0.00054832,43.00000000,
148.00000000,50.00000000,-0.44635472,-4.10739470,-0.43760559,-4.11077976,0.00000000,0.00000000,0.00000000,0.99652714,4.00000000,0.00016579,40.00000000,
150.00000000,50.00000000,-0.44934297,-4.10867548,-0.43806604,-4.11219311,0.00000000,0.00000000,0.00000000,0.99672794,3.00000000,0.00096278,42.00000000,
152.00000000,50.00000000,-0.45032495,-4.11154842,-0.44076315,-4.11428499,0.00000000,0.00000000,0.00000000,0.99667019,3.00000000,0.00084412,41.00000000,
154.00000000,50.00000000,-0.45727953,-4.12020445,-0.43986309,-4.11289692,0.00000000,0.00000000,0.00000000,0.99668920,3.00000000,0.00091547,40.00000000,
156.00000000,50.00000000,-0.45768723,-4.12507963,-0.44466642,-4.11775017,0.00000000,0.00000000,0.00000000,0.99656969,3.00000000,0.00067640,41.00000000,
158.00000000,50.00000000,-0.45662379,-4.12559366,-0.45024991,-4.12162685,0.00000000,0.00000000,0.00000000,0.99655771,3.00000000,0.00058907,45.00000000,
160.00000000,50.00000000,-0.45499066,-4.12501478,-0.45455039,-4.11689758,0.00000000,0.00000000,0.00000000,0.99645787,3.00000000,0.00055579,48.00000000,
162.00000000,50.00000000,-0.45732102,-4.12070608,-0.45247981,-4.11366844,0.00000000,0.00000000,0.00000000,0.99656564,3.00000000,0.00054503,49.00000000,
164.00000000,50.00000000,-0.45942116,-4.12196732,-0.44879755,-4.10989761,0.00000000,0.00000000,0.00000000,0.99677515,3.00000000,0.00051800,48.00000000,
166.00000000,50.00000000,-0.46244705,-4.12275982,-0.45414761,-4.11017942,0.00000000,0.00000000,0.00000000,0.99668974,3.00000000,0.00062171,50.00000000,
168.00000000,50.00000000,-0.46405992,-4.12216997,-0.45606565,-4.11036587,0.00000000,0.00000000,0.00000000,0.99658549,3.00000000,0.00072938,54.00000000,
170.00000000,50.00000000,-0.46604657,-4.12203884,-0.45669729,-4.10718775,0.00000000,0.00000000,0.00000000,0.99647969,3.00000000,0.00076910,53.00000000,
172.00000000,50.00000000,-0.46753210,-4.12003136,-0.45985976,-4.10619783,0.00000000,0.00000000,0.00000000,0.99637091,3.00000000,0.00069780,50.00000000,
174.00000000,50.00000000,-0.47203764,-4.11834908,-0.45805547,-4.10545731,0.00000000,0.00000000,0.00000000,0.99619943,3.00000000,0.00086643,53.00000000,
176.00000000,50.00000000,-0.46776989,-4.11339188,-0.46091646,-4.10633373,0.00000000,0.00000000,0.00000000,0.99601805,3.00000000,0.00096417,50.00000000,
178.00000000,50.00000000,-0.46915355,-4.11320925,-0.45777282,-4.10550213,0.00000000,0.00000000,0.00000000,0.99612510,4.00000000,0.00024658,51.00000000,
180.00000000,50.00000000,-0.46754205,-4.11103916,-0.45885521,-4.10656929,0.00000000,0.00000000,0.00000000,0.99600101,3.00000000,0.00094810,50.00000000,
182.00000000,50.00000000,-0.46885994,-4.10925674,-0.46020031,-4.10934973,0.00000000,0.00000000,0.00000000,0.99602592,4.00000000,0.00026758,47.00000000,
184.00000000,50.00000000,-0.47213203,-4.11261654,-0.46208754,-4.10781097,0.00000000,0.00000000,0.00000000,0.99605960,3.00000000,0.00099789,46.00000000,
186.00000000,50.00000000,-0.47101784,-4.10718870,-0.46147573,-4.10846615,0.00000000,0.00000000,0.00000000,0.99632049,4.00000000,0.00023580,51.00000000,
188.00000000,50.00000000,-0.47130403,-4.10426188,-0.46289375,-4.10683441,0.00000000,0.00000000,0.00000000,0.99636263,3.00000000,0.00052811,53.00000000,
190.00000000,50.00000000,-0.47430417,-4.10497236,-0.46638149,-4.10365915,0.00000000,0.00000000,0.00000000,0.99618006,3.00000000,0.00077256,49.00000000,
192.00000000,50.00000000,-0.47197348,-4.11348057,-0.46702614,-4.10101557,0.00000000,0.00000000,0.00000000,0.99625641,3.00000000,0.00033426,48.00000000,
194.00000000,50.00000000,-0.47526988,-4.11360264,-0.46750623,-4.10269213,0.00000000,0.00000000,0.00000000,0.99592781,3.00000000,0.00055452,47.00000000,
196.00000000,50.00000000,-0.47661304,-4.11099911,-0.47037902,-4.10570240,0.00000000,0.00000000,0.00000000,0.99556750,3.00000000,0.00052155,44.00000000,
198.00000000,50.00000000,-0.47944209,-4.10984612,-0.46795574,-4.10737371,0.00000000,0.00000000,0.00000000,0.99545258,3.00000000,0.00094156,44.00000000,
200.00000000,50.00000000,-0.48083064,-4.10876083,-0.47216439,-4.10696983,0.00000000,0.00000000,0.00000000,0.99558425,4.00000000,0.00021128,45.00000000,
202.00000000,50.00000000,-0.48063952,-4.11364841,-0.47243920,-4.10660505,0.00000000,0.00000000,0.00000000,0.99582559,3.00000000,0.00056586,45.00000000,
204.00000000,50.00000000,-0.48038480,-4.11167383,-0.47655261,-4.10948467,0.00000000,0.00000000,0.00000000,0.99564546,4.00000000,0.00030313,48.00000000,
206.00000000,50.00000000,-0.48137960,-4.11478376,-0.47169772,-4.10854149,0.00000000,0.00000000,0.00000000,0.99562591,3.00000000,0.00075900,41.00000000,
208.00000000,50.00000000,-0.48524731,-4.11218119,-0.47194943,-4.11044788,0.00000000,0.00000000,0.00000000,0.99577200,3.00000000,0.00076556,47.00000000,
210.00000000,50.00000000,-0.48276842,-4.10560751,-0.47470719,-4.10798502,0.00000000,0.00000000,0.00000000,0.99573797,3.00000000,0.00052768,45.00000000,
212.00000000,50.00000000,-0.48480785,-4.10611963,-0.46965915,-4.10635900,0.00000000,0.00000000,0.00000000,0.99551243,4.00000000,0.00019345,45.00000000,
214.00000000,50.00000000,-0.49038443,-4.10971737,-0.47345030,-4.10516787,0.00000000,0.00000000,0.00000000,0.99548608,4.00000000,0.00018522,42.00000000,
216.00000000,50.00000000,-0.49785313,-4.10543108,-0.47089490,-4.10583782,0.00000000,0.00000000,0.00000000,0.99535346,4.00000000,0.00018533,42.00000000,
218.00000000,50.00000000,-0.49896187,-4.10033226,-0.47944990,-4.10363150,0.00000000,0.00000000,0.00000000,0.99505389,3.00000000,0.00094632,40.00000000,
220.00000000,50.00000000,-0.49861419,-4.09596395,-0.48157337,-4.10427618,0.00000000,0.00000000,0.00000000,0.99507368,4.00000000,0.00065960,41.00000000,
222.00000000,50.00000000,-0.49860752,-4.09499168,-0.48101664,-4.10403252,0.00000000,0.00000000,0.00000000,0.99515617,4.00000000,0.00061795,42.00000000,
224.00000000,50.00000000,-0.50472599,-4.09580708,-0.48016211,-4.10437059,0.00000000,0.00000000,0.00000000,0.99495971,4.00000000,0.00092791,43.00000000,
226.00000000,50.00000000,-0.49834675,-4.09384823,-0.47886896,-4.10408115,0.00000000,0.00000000,0.00000000,0.99485415,4.00000000,0.00088484,44.00000000,
228.00000000,50.00000000,-0.49203077,-4.10011721,-0.47897646,-4.10424471,0.00000000,0.00000000,0.00000000,0.99507350,4.00000000,0.00036672,46.00000000,
30.00000000,52.00000000,-0.41184860,-4.07533026,-0.42039967,-4.07232666,0.00000000,0.00000000,0.00000000,0.99743229,3.00000000,0.00078240,47.00000000,
32.00000000,52.00000000,-0.41246107,-4.07727337,-0.41677812,-4.07209349,0.00000000,0.00000000,0.00000000,0.99740577,3.00000000,0.00060882,50.00000000,
34.00000000,52.00000000,-0.41342682,-4.07846785,-0.41567403,-4.07447720,0.00000000,0.00000000,0.00000000,0.99739307,3.00000000,0.00059044,50.00000000,
36.00000000,52.00000000,-0.41506961,-4.07830381,-0.41752127,-4.07659960,0.00000000,0.00000000,0.00000000,0.99731809,3.00000000,0.00083539,49.00000000,
38.00000000,52.00000000,-0.41653273,-4.07883501,-0.42281947,-4.07882309,0.00000000,0.00000000,0.00000000,0.99712771,3.00000000,0.00064234,51.00000000,
40.00000000,52.00000000,-0.41595435,-4.07987309,-0.42503819,-4.08046436,0.00000000,0.00000000,0.00000000,0.99701428,3.00000000,0.00073094,53.00000000,
42.00000000,52.00000000,-0.41589665,-4.08094549,-0.42320871,-4.07961702,0.00000000,0.00000000,0.00000000,0.99691713,3.00000000,0.00057744,51.00000000,
44.00000000,52.00000000,-0.41632068,-4.08090353,-0.42600396,-4.08027267,0.00000000,0.00000000,0.00000000,0.99677521,3.00000000,0.00096637,52.00000000,
46.00000000,52.00000000,-0.42272109,-4.08593607,-0.42884955,-4.08087730,0.00000000,0.00000000,0.00000000,0.99666882,4.00000000,0.00019619,50.00000000,
48.00000000,52.00000000,-0.42488405,-4.08675241,-0.43433979,-4.08488655,0.00000000,0.00000000,0.00000000,0.99665469,3.00000000,0.00055746,50.00000000,
50.00000000,52.00000000,-0.42476341,-4.09227324,-0.43968412,-4.08426237,0.00000000,0.00000000,0.00000000,0.99657762,3.00000000,0.00078558,51.00000000,
52.00000000,52.00000000,-0.42484063,-4.09150171,-0.44206774,-4.08656311,0.00000000,0.00000000,0.00000000,0.99674118,4.00000000,0.00019969,52.00000000,
54.00000000,52.00000000,-0.41886684,-4.09118366,-0.43851882,-4.08948231,0.00000000,0.00000000,0.00000000,0.99683040,3.00000000,0.00063416,52.00000000,
56.00000000,52.00000000,-0.42309767,-4.08768797,-0.44133902,-4.09203577,0.00000000,0.00000000,0.00000000,0.99677658,3.00000000,0.00069729,50.00000000,
58.00000000,52.00000000,-0.43192071,-4.08888292,-0.43870348,-4.08891582,0.00000000,0.00000000,0.00000000,0.99680412,3.00000000,0.00048821,50.00000000,
60.00000000,52.00000000,-0.43193930,-4.08746910,-0.43885618,-4.08851528,0.00000000,0.00000000,0.00000000,0.99676108,3.00000000,0.00075167,52.00000000,
62.00000000,52.00000000,-0.43028498,-4.08789635,-0.44055834,-4.09751940,0.00000000,0.00000000,0.00000000,0.99684864,3.00000000,0.00081796,54.00000000,
64.00000000,52.00000000,-0.43227544,-4.09149361,-0.43858197,-4.09875965,0.00000000,0.00000000,0.00000000,0.99687278,3.00000000,0.00058810,50.00000000,
66.00000000,52.00000000,-0.43299434,-4.09158039,-0.44170925,-4.10188961,0.00000000,0.00000000,0.00000000,0.99678767,4.00000000,0.00026093,50.00000000,
68.00000000,52.00000000,-0.43312186,-4.08726406,-0.43974817,-4.10340548,0.00000000,0.00000000,0.00000000,0.99673146,3.00000000,0.00067686,53.00000000,
70.00000000,52.00000000,-0.43360990,-4.08826923,-0.43974560,-4.10191298,0.00000000,0.00000000,0.00000000,0.99682975,3.00000000,0.00058997,53.00000000,
72.00000000,52.00000000,-0.42971328,-4.09173346,-0.43730339,-4.09851027,0.00000000,0.00000000,0.00000000,0.99687618,3.00000000,0.00053138,52.00000000,
74.00000000,52.00000000,-0.42771900,-4.09541178,-0.43746817,-4.10063791,0.00000000,0.00000000,0.00000000,0.99704170,3.00000000,0.00080739,52.00000000,
76.00000000,52.00000000,-0.42630312,-4.09561682,-0.43491805,-4.09911537,0.00000000,0.00000000,0.00000000,0.99718028,3.00000000,0.00040669,54.00000000,
78.00000000,52.00000000,-0.42597848,-4.09946012,-0.44004267,-4.09658051,0.00000000,0.00000000,0.00000000,0.99720627,3.00000000,0.00071056,52.00000000,
80.00000000,52.00000000,-0.42655709,-4.09991169,-0.43790495,-4.09561300,0.00000000,0.00000000,0.00000000,0.99718577,3.00000000,0.00058013,51.00000000,
82.00000000,52.00000000,-0.42770284,-4.10347843,-0.43890873,-4.09540987,0.00000000,0.00000000,0.00000000,0.99710608,3.00000000,0.00047048,52.00000000,
84.00000000,52.00000000,-0.42671573,-4.10516548,-0.43355882,-4.10059738,0.00000000,0.00000000,0.00000000,0.99717438,3.00000000,0.00042674,50.00000000,
86.00000000,52.00000000,-0.42287624,-4.10808849,-0.43560681,-4.09928560,0.00000000,0.00000000,0.00000000,0.99723089,3.00000000,0.00088970,51.00000000,
88.00000000,52.00000000,-0.41893443,-4.11005116,-0.43438756,-4.09615898,0.00000000,0.00000000,0.00000000,0.99717343,4.00000000,0.00021844,51.00000000,
90.00000000,52.00000000,-0.41841775,-4.10810757,-0.43037641,-4.09266233,0.00000000,0.00000000,0.00000000,0.99714291,4.00000000,0.00026052,51.00000000,
92.00000000,52.00000000,-0.42052174,-4.10600328,-0.43240777,-4.09915018,0.00000000,0.00000000,0.00000000,0.99708396,3.00000000,0.00086759,53.00000000,
94.00000000,52.00000000,-0.42777234,-4.09857130,-0.43184778,-4.10503387,0.00000000,0.00000000,0.00000000,0.99705857,3.00000000,0.00040214,53.00000000,
96.00000000,52.00000000,-0.42738268,-4.09810257,-0.43085080,-4.10748243,0.00000000,0.00000000,0.00000000,0.99708074,3.00000000,0.00091807,54.00000000,
98.00000000,52.00000000,-0.42582408,-4.09951210,-0.43303558,-4.10788250,0.00000000,0.00000000,0.00000000,0.99710405,3.00000000,0.00081901,53.00000000,
100.00000000,52.00000000,-0.42592886,-4.10330725,-0.43134126,-4.10520458,0.00000000,0.00000000,0.00000000,0.99706370,3.00000000,0.00064285,54.00000000,
102.00000000,52.00000000,-0.42663154,-4.10307121,-0.43326858,-4.10640335,0.00000000,0.00000000,0.00000000,0.99694300,3.00000000,0.00063185,56.00000000,
104.00000000,52.00000000,-0.42881852,-4.10707903,-0.43131608,-4.10205746,0.00000000,0.00000000,0.00000000,0.99679673,3.00000000,0.00058445,52.00000000,
106.00000000,52.00000000,-0.42764542,-4.10655212,-0.43227789,-4.10273790,0.00000000,0.00000000,0.00000000,0.99679941,3.00000000,0.00056144,52.00000000,
108.00000000,52.00000000,-0.42632681,-4.10427475,-0.43202150,-4.09722519,0.00000000,0.00000000,0.00000000,0.99680036,3.00000000,0.00069956,48.00000000,
110.00000000,52.00000000,-0.42557743,-4.10288334,-0.43138748,-4.09787798,0.00000000,0.00000000,0.00000000,0.99666750,3.00000000,0.00032426,48.00000000,
112.00000000,52.00000000,-0.42592853,-4.09898901,-0.42986041,-4.09798861,0.00000000,0.00000000,0.00000000,0.99674726,4.00000000,0.00022912,49.00000000,
114.00000000,52.00000000,-0.42462540,-4.09796953,-0.42799333,-4.09970379,0.00000000,0.00000000,0.00000000,0.99683851,3.00000000,0.00092595,50.00000000,
116.00000000,52.00000000,-0.42351276,-4.09484243,-0.42991906,-4.09868956,0.00000000,0.00000000,0.00000000,0.99678552,3.00000000,0.00096030,44.00000000,
118.00000000,52.00000000,-0.42531964,-4.09606886,-0.42405701,-4.09415388,0.00000000,0.00000000,0.00000000,0.99664980,3.00000000,0.00098119,41.00000000,
120.00000000,52.00000000,-0.42810100,-4.09920168,-0.42719653,-4.09546661,0.00000000,0.00000000,0.00000000,0.99659145,3.00000000,0.00085508,42.00000000,
122.00000000,52.00000000,-0.43032008,-4.10046005,-0.43011111,-4.09927511,0.00000000,0.00000000,0.00000000,0.99665350,3.00000000,0.00090784,42.00000000,
124.00000000,52.00000000,-0.43430883,-4.09540224,-0.42474774,-4.10173988,0.00000000,0.00000000,0.00000000,0.99661785,3.00000000,0.00073986,45.00000000,
126.00000000,52.00000000,-0.43510213,-4.09415102,-0.42286330,-4.10466385,0.00000000,0.00000000,0.00000000,0.99673676,4.00000000,0.00029196,45.00000000,
128.00000000,52.00000000,-0.43962291,-4.09291506,-0.42774767,-4.10697365,0.00000000,0.00000000,0.00000000,0.99669510,3.00000000,0.00089632,49.00000000,
130.00000000,52.00000000,-0.43656451,-4.09753847,-0.42970794,-4.10557508,0.00000000,0.00000000,0.00000000,0.99644369,4.00000000,0.00021839,45.00000000,
132.00000000,52.00000000,-0.43859699,-4.09976006,-0.43247804,-4.10766840,0.00000000,0.00000000,0.00000000,0.99641412,3.00000000,0.00095597,44.00000000,
134.00000000,52.00000000,-0.43968123,-4.10080242,-0.43324918,-4.10967875,0.00000000,0.00000000,0.00000000,0.99636364,4.00000000,0.00020501,42.00000000,
136.00000000,52.00000000,-0.44229800,-4.10445833,-0.43987057,-4.10699654,0.00000000,0.00000000,0.00000000,0.99650359,4.00000000,0.00039859,43.00000000,
138.00000000,52.00000000,-0.44269022,-4.10481501,-0.43962497,-4.10604572,0.00000000,0.00000000,0.00000000,0.99653101,4.00000000,0.00023148,41.00000000,
140.00000000,52.00000000,-0.44253609,-4.10490274,-0.44194207,-4.10757065,0.00000000,0.00000000,0.00000000,0.99662548,3.00000000,0.00098039,39.00000000,
142.00000000,52.00000000,-0.44365832,-4.10964870,-0.44178906,-4.10684252,0.00000000,0.00000000,0.00000000,0.99667352,3.00000000,0.00074209,39.00000000,
144.00000000,52.00000000,-0.44344378,-4.10578442,-0.44469604,-4.10371065,0.00000000,0.00000000,0.00000000,0.99665189,4.00000000,0.00022099,38.00000000,
146.00000000,52.00000000,-0.44944590,-4.10402584,-0.44253325,-4.10601616,0.00000000,0.00000000,0.00000000,0.99654770,3.00000000,0.00063583,40.00000000,
148.00000000,52.00000000,-0.44522417,-4.10276318,-0.43266210,-4.10241890,0.00000000,0.00000000,0.00000000,0.99648714,3.00000000,0.00096850,40.00000000,
150.00000000,52.00000000,-0.44158661,-4.09961271,-0.43519258,-4.10543489,0.00000000,0.00000000,0.00000000,0.99670434,3.00000000,0.00070807,39.00000000,
152.00000000,52.00000000,-0.44944140,-4.10998583,-0.43773127,-4.10812330,0.00000000,0.00000000,0.00000000,0.99666494,3.00000000,0.00095372,41.00000000,
154.00000000,52.00000000,-0.45559803,-4.11289835,-0.44003704,-4.10602236,0.00000000,0.00000000,0.00000000,0.99667883,3.00000000,0.00068105,41.00000000,
156.00000000,52.00000000,-0.45623171,-4.11411238,-0.44449413,-4.10923719,0.00000000,0.00000000,0.00000000,0.99658316,3.00000000,0.00054551,41.00000000,
158.00000000,52.00000000,-0.45918003,-4.11492443,-0.44710284,-4.11336565,0.00000000,0.00000000,0.00000000,0.99662089,3.00000000,0.00051145,43.00000000,
160.00000000,52.00000000,-0.45646867,-4.11360550,-0.45102406,-4.10847282,0.00000000,0.00000000,0.00000000,0.99661773,3.00000000,0.00035498,48.00000000,
162.00000000,52.00000000,-0.45729926,-4.11372805,-0.45132449,-4.10670853,0.00000000,0.00000000,0.00000000,0.99672079,3.00000000,0.00050815,48.00000000,
164.00000000,52.00000000,-0.46536946,-4.11764765,-0.44634378,-4.10458755,0.00000000,0.00000000,0.00000000,0.99692291,3.00000000,0.00073488,49.00000000,
166.00000000,52.00000000,-0.46377590,-4.11463690,-0.45226514,-4.10657930,0.00000000,0.00000000,0.00000000,0.99688303,3.00000000,0.00065660,49.00000000,
168.00000000,52.00000000,-0.46784028,-4.11785173,-0.45382854,-4.10498238,0.00000000,0.00000000,0.00000000,0.99678612,3.00000000,0.00084654,52.00000000,
170.00000000,52.00000000,-0.46971929,-4.11747265,-0.45560354,-4.10437441,0.00000000,0.00000000,0.00000000,0.99669892,3.00000000,0.00062813,56.00000000,
172.00000000,52.00000000,-0.46902400,-4.11459351,-0.45596743,-4.10345316,0.00000000,0.00000000,0.00000000,0.99663979,3.00000000,0.00077714,54.00000000,
174.00000000,52.00000000,-0.47345856,-4.11543846,-0.45635158,-4.10226440,0.00000000,0.00000000,0.00000000,0.99651986,3.00000000,0.00081441,52.00000000,
176.00000000,52.00000000,-0.47368199,-4.11772108,-0.45809487,-4.10171127,0.00000000,0.00000000,0.00000000,0.99635458,3.00000000,0.00072897,53.00000000,
178.00000000,52.00000000,-0.46547425,-4.10675526,-0.45449412,-4.09914112,0.00000000,0.00000000,0.00000000,0.99640751,3.00000000,0.00087170,48.00000000,
180.00000000,52.00000000,-0.46940696,-4.10561180,-0.45580697,-4.10110664,0.00000000,0.00000000,0.00000000,0.99622947,3.00000000,0.00061985,46.00000000,
182.00000000,52.00000000,-0.46809790,-4.10641718,-0.45905906,-4.10447598,0.00000000,0.00000000,0.00000000,0.99624807,3.00000000,0.00051000,50.00000000,
184.00000000,52.00000000,-0.46975249,-4.10586166,-0.45962784,-4.10158587,0.00000000,0.00000000,0.00000000,0.99623209,3.00000000,0.00040568,49.00000000,
186.00000000,52.00000000,-0.47782221,-4.10484362,-0.46000215,-4.10144472,0.00000000,0.00000000,0.00000000,0.99643958,3.00000000,0.00078385,48.00000000,
188.00000000,52.00000000,-0.47228557,-4.09909391,-0.46210730,-4.10070705,0.00000000,0.00000000,0.00000000,0.99647480,3.00000000,0.00057603,49.00000000,
190.00000000,52.00000000,-0.47245562,-4.10796118,-0.46510050,-4.09419298,0.00000000,0.00000000,0.00000000,0.99630612,3.00000000,0.00066413,48.00000000,
192.00000000,52.00000000,-0.47351179,-4.10805321,-0.46635789,-4.09272957,0.00000000,0.00000000,0.00000000,0.99628919,3.00000000,0.00042686,48.00000000,
194.00000000,52.00000000,-0.47543165,-4.10581255,-0.46653882,-4.09630156,0.00000000,0.00000000,0.00000000,0.99600351,3.00000000,0.00054579,47.00000000,
196.00000000,52.00000000,-0.47638699,-4.10598087,-0.46891922,-4.09852791,0.00000000,0.00000000,0.00000000,0.99566650,3.00000000,0.00047167,47.00000000,
198.00000000,52.00000000,-0.47964627,-4.10304785,-0.46912721,-4.10060358,0.00000000,0.00000000,0.00000000,0.99553829,3.00000000,0.00081793,45.00000000,
200.00000000,52.00000000,-0.48114327,-4.10320616,-0.47466579,-4.09942627,0.00000000,0.00000000,0.00000000,0.99565685,4.00000000,0.00018018,44.00000000,
202.00000000,52.00000000,-0.48242551,-4.10627842,-0.47076246,-4.09892368,0.00000000,0.00000000,0.00000000,0.99592173,3.00000000,0.00082545,44.00000000,
