x,y,u,v,u0,v0,ZNCC,iteration,convergence,feature,exx,eyy,exy
30,30,-0.4151558,-4.13913202,0,-4,0.99734747,5,0.00023785,0,-0.00046931,0.00296533,-0.00030154
32,30,-0.4152461,-4.14044285,0,-4,0.99749982,5,0.00025832,0,-0.00041006,0.00297044,-0.0003138
34,30,-0.41738743,-4.14177847,0,-4,0.99756676,5,0.0003304,0,-0.00040015,0.0029693,-0.00032759
36,30,-0.41646665,-4.14194775,0,-4,0.99753171,5,0.00028458,0,-0.00038723,0.00295218,-0.00033611
38,30,-0.41609314,-4.14335775,0,-4,0.99742675,4,0.00080903,0,-0.00037254,0.00293292,-0.00034162
40,30,-0.41967022,-4.14526892,0,-4,0.99722666,4,0.00072149,0,-0.00035322,0.00291955,-0.0003631
42,30,-0.42150381,-4.14715147,0,-4,0.99711043,5,0.00023245,0,-0.00033902,0.00290587,-0.00038679
44,30,-0.42107499,-4.14726114,0,-4,0.99702471,4,0.00097691,0,-0.00032348,0.00288168,-0.00040557
46,30,-0.4201408,-4.14648676,0,-4,0.99710703,4,0.00072857,0,-0.00030654,0.00285914,-0.00042601
48,30,-0.42067936,-4.14588785,0,-4,0.99724907,4,0.00078579,0,-0.00029118,0.00283681,-0.00044739
50,30,-0.41853815,-4.14905405,0,-4,0.99732292,4,0.00053405,0,-0.00027061,0.00281193,-0.00047557
52,30,-0.42154017,-4.14980793,0,-4,0.99734408,4,0.00052788,0,-0.00024759,0.00279277,-0.00049831
54,30,-0.42208728,-4.14954376,0,-4,0.99737394,4,0.00084483,0,-0.0002231,0.00277626,-0.00051855
56,30,-0.42150584,-4.14905739,0,-4,0.9973591,4,0.00078413,0,-0.00019538,0.00275604,-0.00052301
58,30,-0.42071378,-4.15133238,0,-4,0.99737245,4,0.00075539,0,-0.00015735,0.00273639,-0.00052051
60,30,-0.42180482,-4.15295839,0,-4,0.99732447,4,0.00077336,0,-0.00014124,0.00272598,-0.00052687
62,30,-0.42136678,-4.15296221,0,-4,0.99742144,5,0.00027715,0,-0.00013901,0.00271623,-0.00053538
64,30,-0.42202708,-4.15422583,0,-4,0.99735713,5,0.00033196,0,-0.00012097,0.0027047,-0.00054658
66,30,-0.42244807,-4.15441656,0,-4,0.99719805,5,0.00025116,0,-0.00011124,0.0027062,-0.0005439
68,30,-0.42153141,-4.15588045,0,-4,0.99709052,5,0.00023878,0,-0.00010718,0.0027125,-0.00052824
70,30,-0.42335975,-4.15835476,0,-4,0.99714303,5,0.00028406,0,-0.00009251,0.00272084,-0.00052097
72,30,-0.42300546,-4.15898991,0,-4,0.9970575,5,0.00023535,0,-0.00009614,0.0027241,-0.00050877
74,30,-0.42442772,-4.15848923,0,-4,0.99720848,4,0.00081347,0,-0.00010375,0.00272733,-0.00048372
76,30,-0.42318925,-4.15824699,0,-4,0.99711102,5,0.00022093,0,-0.0001177,0.00273253,-0.00045019
78,30,-0.42398462,-4.16065264,0,-4,0.99706584,5,0.00023869,0,-0.0001332,0.00272661,-0.00041032
80,30,-0.42461848,-4.16171074,0,-4,0.99702293,4,0.00083989,0,-0.00015338,0.00272184,-0.0003743
82,30,-0.42265242,-4.16195059,0,-4,0.99701077,5,0.00021219,0,-0.00016899,0.00272488,-0.00033421
84,30,-0.42598352,-4.16292238,0,-4,0.99694431,5,0.00022429,0,-0.0001801,0.00272118,-0.00029881
86,30,-0.42641255,-4.16277075,0,-4,0.99693692,5,0.00038972,0,-0.00020669,0.00272996,-0.00025873
88,30,-0.42662689,-4.16419363,0,-4,0.99690199,5,0.00024116,0,-0.0002072,0.00273103,-0.0002272
90,30,-0.42816931,-4.16378641,0,-4,0.99695402,4,0.0009038,0,-0.00021969,0.00273159,-0.0002063
92,30,-0.42856264,-4.16313887,0,-4,0.99689275,4,0.00082476,0,-0.00022023,0.00272748,-0.00017813
94,30,-0.42924848,-4.1620698,0,-4,0.99698704,4,0.0009873,0,-0.0002382,0.00272388,-0.00015112
96,30,-0.43069646,-4.16154099,0,-4,0.99693674,4,0.00059526,0,-0.00024945,0.0027256,-0.00011603
98,30,-0.43157202,-4.16224718,0,-4,0.99691117,4,0.00068343,0,-0.00025257,0.00270915,-0.0000858
100,30,-0.43233296,-4.16270876,0,-4,0.99674839,4,0.00071931,0,-0.00025539,0.00270147,-0.00006039
102,30,-0.43257704,-4.16253662,0,-4,0.99680483,5,0.00019505,0,-0.0002349,0.00270069,-0.00002812
104,30,-0.43529966,-4.16221809,0,-4,0.99683619,5,0.00020708,0,-0.00022752,0.00268746,0.00000248
106,30,-0.43320918,-4.16126776,0,-4,0.99690109,4,0.0008523,0,-0.00024138,0.00268705,0.00003561
108,30,-0.43438944,-4.16368246,0,-4,0.99687433,5,0.00023442,0,-0.00024517,0.00267364,0.00006668
110,30,-0.43574661,-4.16340208,0,-4,0.99693078,4,0.00087995,0,-0.00025404,0.00265561,0.00008677
112,30,-0.43745694,-4.16297913,0,-4,0.99692768,4,0.00097623,0,-0.00025613,0.00264552,0.00011152
114,30,-0.43811601,-4.16366196,0,-4,0.99693197,4,0.00073533,0,-0.00026918,0.00264928,0.00014051
116,30,-0.43927869,-4.16150427,0,-4,0.99690372,4,0.00063498,0,-0.00027841,0.00265555,0.00016529
118,30,-0.43818808,-4.16165495,0,-4,0.9969362,4,0.00095574,0,-0.00028918,0.00266837,0.00018429
120,30,-0.43977061,-4.1628933,0,-4,0.99696422,4,0.00066931,0,-0.00031254,0.0026873,0.00020544
122,30,-0.44118446,-4.16043377,0,-4,0.99693918,5,0.00020296,0,-0.00032549,0.00269015,0.00021985
124,30,-0.44425997,-4.16210747,0,-4,0.99689925,4,0.00071359,0,-0.00034026,0.00269323,0.00022005
126,30,-0.44331333,-4.16187859,0,-4,0.99702847,4,0.00072362,0,-0.00032511,0.00268965,0.0002216
128,30,-0.44232491,-4.16200113,0,-4,0.99705154,4,0.00068713,0,-0.00031097,0.00267113,0.00021165
130,30,-0.44347805,-4.163311,0,-4,0.99698728,5,0.00028161,0,-0.00030293,0.00266627,0.00020769
132,30,-0.4450464,-4.16344452,0,-4,0.99706614,5,0.00021419,0,-0.00031426,0.00265878,0.00020644
134,30,-0.44432637,-4.16321802,0,-4,0.99700934,4,0.00070646,0,-0.0003232,0.00264483,0.00020223
136,30,-0.44521573,-4.16311264,0,-4,0.99695188,4,0.00039456,0,-0.00033782,0.00264411,0.00020193
138,30,-0.44784904,-4.16492605,0,-4,0.99693418,4,0.00050902,0,-0.00033919,0.00262765,0.00020497
140,30,-0.44815034,-4.1627593,0,-4,0.99692267,4,0.00055748,0,-0.00034785,0.00260258,0.0002072
142,30,-0.44654068,-4.16319799,0,-4,0.99705321,4,0.00098614,0,-0.00035039,0.0025986,0.00021069
144,30,-0.44486117,-4.16332674,0,-4,0.99687523,5,0.00022212,0,-0.00036956,0.00259355,0.00020609
146,30,-0.44562972,-4.16268492,0,-4,0.99676704,4,0.00077169,0,-0.0003925,0.00259073,0.00020671
148,30,-0.44742224,-4.16402388,0,-4,0.99660468,4,0.00083774,0,-0.00039569,0.00258678,0.00021307
150,30,-0.45063603,-4.16371393,0,-4,0.99653012,4,0.0008045,0,-0.00040534,0.00257349,0.00021994
152,30,-0.44987732,-4.16433334,0,-4,0.99641055,4,0.00085776,0,-0.00041178,0.00256312,0.00022324
154,30,-0.45059064,-4.1646843,0,-4,0.99639302,5,0.00023632,0,-0.00042044,0.00255588,0.00022979
156,30,-0.45001951,-4.16209173,0,-4,0.99636376,4,0.00088776,0,-0.0004249,0.00253654,0.00023077
158,30,-0.4516364,-4.16109371,0,-4,0.99638492,4,0.00071355,0,-0.00045072,0.00252519,0.0002272
160,30,-0.45069894,-4.16196251,0,-4,0.99611264,4,0.00083146,0,-0.00047025,0.00252651,0.00022211
162,30,-0.45270556,-4.16128731,0,-4,0.99606717,4,0.0008153,0,-0.0004769,0.00251563,0.00022014
164,30,-0.4560059,-4.16038847,0,-4,0.99610698,4,0.0009992,0,-0.00046578,0.0025014,0.0002205
166,30,-0.45428255,-4.1583972,0,-4,0.99599028,5,0.00021684,0,-0.00044963,0.00249234,0.00021855
168,30,-0.4569633,-4.15696144,0,-4,0.99608648,4,0.00061109,0,-0.00043313,0.00247423,0.00021108
170,30,-0.45678672,-4.15690231,0,-4,0.99600941,4,0.00067272,0,-0.00042499,0.00246451,0.00019319
172,30,-0.45896336,-4.15516233,0,-4,0.99585241,4,0.0005363,0,-0.00041153,0.00246999,0.0001684
174,30,-0.45747033,-4.15385532,0,-4,0.99575758,4,0.00069405,0,-0.00041003,0.00247053,0.00014498
176,30,-0.46043009,-4.15413523,0,-4,0.99566388,4,0.00062564,0,-0.00040144,0.00246978,0.0001308
178,30,-0.46102095,-4.1543951,0,-4,0.99575448,5,0.00021516,0,-0.00039081,0.00247203,0.00010685
180,30,-0.4609381,-4.15289164,0,-4,0.99590957,5,0.00020301,0,-0.00037919,0.00246978,0.00007847
182,30,-0.46107242,-4.15112543,0,-4,0.99595314,4,0.00090296,0,-0.00036033,0.00247134,0.0000364
184,30,-0.461178,-4.15243196,0,-4,0.99608153,4,0.0009789,0,-0.00035909,0.00247423,-0.00001149
186,30,-0.4617433,-4.15179825,0,-4,0.99615431,5,0.00048415,0,-0.00035416,0.00248037,-0.00004388
188,30,-0.46214408,-4.15197134,0,-4,0.9962694,5,0.00034862,0,-0.00035748,0.00248962,-0.0000771
190,30,-0.46148551,-4.15442133,0,-4,0.99621004,4,0.00078757,0,-0.0003594,0.00249545,-0.00010562
192,30,-0.46484452,-4.15443325,0,-4,0.99632883,4,0.00072872,0,-0.00035603,0.00249924,-0.00013358
194,30,-0.46530646,-4.15255737,0,-4,0.9962703,5,0.00025109,0,-0.00036889,0.00251312,-0.00014358
196,30,-0.46516114,-4.15392828,0,-4,0.99612325,4,0.00079727,0,-0.00037129,0.00252933,-0.00016596
198,30,-0.46599561,-4.15553761,0,-4,0.99608463,5,0.00027713,0,-0.00039427,0.00254694,-0.00018717
200,30,-0.46478865,-4.15765047,0,-4,0.99605536,5,0.00026888,0,-0.00039249,0.00258048,-0.0002063
202,30,-0.46590501,-4.15997171,0,-4,0.9958719,5,0.00039128,0,-0.00039383,0.00260979,-0.00021228
204,30,-0.46878999,-4.16029739,0,-4,0.99584162,5,0.00024004,0,-0.00037536,0.00264718,-0.00021509
206,30,-0.46858811,-4.16164446,0,-4,0.99572402,5,0.00072969,0,-0.0003464,0.00269269,-0.00022134
208,30,-0.46923363,-4.16265678,0,-4,0.99550617,5,0.00093374,0,-0.00030785,0.00275196,-0.00022987
210,30,-0.46757731,-4.16322803,0,-4,0.99559623,5,0.00068846,0,-0.00027163,0.00280343,-0.00024108
212,30,-0.4718985,-4.16355991,0,-4,0.99558991,5,0.00060115,0,-0.00026414,0.00284833,-0.00024289
214,30,-0.47008309,-4.16403294,0,-4,0.99556798,5,0.0005472,0,-0.00025259,0.00289941,-0.00023659
216,30,-0.47351146,-4.1659441,0,-4,0.99544775,5,0.00051581,0,-0.00024464,0.00294399,-0.00023358
218,30,-0.47189543,-4.16637421,0,-4,0.99537945,5,0.00036546,0,-0.00022845,0.00298307,-0.00023105
220,30,-0.47366259,-4.16496658,0,-4,0.99539584,5,0.00030103,0,-0.0001918,0.00301084,-0.00023237
222,30,-0.47332457,-4.16638041,0,-4,0.99532318,5,0.00032986,0,-0.0001545,0.00303151,-0.00023934
224,30,-0.47154716,-4.16799593,0,-4,0.99529672,5,0.000269,0,-0.00012622,0.00305945,-0.00024437
226,30,-0.47094628,-4.16963434,0,-4,0.99505216,5,0.00035985,0,-0.00008324,0.00308852,-0.00025144
228,30,-0.4712429,-4.17078257,0,-4,0.99517983,5,0.00036476,0,-0.00004342,0.00312294,-0.00025956
30,32,-0.41628379,-4.13375378,0,-4,0.99743026,5,0.00028587,0,-0.0004788,0.00298455,-0.00029208
32,32,-0.41666439,-4.13515282,0,-4,0.99754459,5,0.00028245,0,-0.0004231,0.00298619,-0.0003094
34,32,-0.41872984,-4.13623381,0,-4,0.9975993,5,0.00036984,0,-0.00041269,0.00298352,-0.00032582
36,32,-0.41718239,-4.13633728,0,-4,0.99755174,5,0.00033847,0,-0.00039875,0.00296422,-0.0003363
38,32,-0.41731235,-4.13762426,0,-4,0.99746472,4,0.00083341,0,-0.0003871,0.00294925,-0.00034273
40,32,-0.42072716,-4.13927221,0,-4,0.99727583,5,0.00023955,0,-0.00037185,0.002939,-0.00036179
42,32,-0.42251706,-4.14141941,0,-4,0.99716586,5,0.00023039,0,-0.00035859,0.00292997,-0.00038469
44,32,-0.42293447,-4.14202261,0,-4,0.99706322,5,0.00023474,0,-0.00034375,0.00291366,-0.00040178
46,32,-0.42222339,-4.14096928,0,-4,0.99715346,4,0.00095118,0,-0.00032603,0.00289878,-0.00042089
48,32,-0.42295757,-4.14026594,0,-4,0.99727398,4,0.00092436,0,-0.0003107,0.00288202,-0.00043872
50,32,-0.42120433,-4.14383125,0,-4,0.99730772,4,0.00071736,0,-0.00028745,0.00285945,-0.00046491
52,32,-0.42344403,-4.1444459,0,-4,0.99735868,4,0.00066711,0,-0.00026263,0.00284194,-0.00048529
54,32,-0.42419484,-4.14401388,0,-4,0.99739301,4,0.00075382,0,-0.00023798,0.00283006,-0.00050416
56,32,-0.42345658,-4.14354277,0,-4,0.99736792,4,0.00079219,0,-0.00020925,0.00281177,-0.00050527
58,32,-0.42285672,-4.14625788,0,-4,0.99739265,4,0.00089064,0,-0.00016959,0.00279695,-0.00050238
60,32,-0.42360276,-4.14784527,0,-4,0.99732107,4,0.00088192,0,-0.00015013,0.00278745,-0.00050811
62,32,-0.42250252,-4.14770699,0,-4,0.9973681,5,0.00036094,0,-0.00014761,0.00277623,-0.0005156
64,32,-0.42298862,-4.14932966,0,-4,0.99730647,5,0.00041788,0,-0.00012721,0.00276478,-0.00052543
66,32,-0.42348072,-4.14962864,0,-4,0.9971652,5,0.00028303,0,-0.0001142,0.00276582,-0.00052005
68,32,-0.42277783,-4.15142488,0,-4,0.99704862,5,0.00028931,0,-0.00011092,0.00277219,-0.00050369
70,32,-0.42366442,-4.1534729,0,-4,0.99711484,5,0.00053206,0,-0.00009327,0.00277585,-0.00049573
72,32,-0.42307618,-4.15477276,0,-4,0.99702126,5,0.00034929,0,-0.00009264,0.00277376,-0.00048405
74,32,-0.42539623,-4.15348864,0,-4,0.99717093,4,0.00091906,0,-0.00009603,0.00277216,-0.00045995
76,32,-0.42380661,-4.15360546,0,-4,0.99707657,5,0.00022848,0,-0.00010655,0.00277119,-0.00042881
78,32,-0.42455468,-4.15650415,0,-4,0.99703842,5,0.00021933,0,-0.00011886,0.00275991,-0.00039152
80,32,-0.4256295,-4.15730524,0,-4,0.99697709,4,0.00074221,0,-0.00013733,0.00274831,-0.00035765
82,32,-0.42283881,-4.15779972,0,-4,0.99699265,5,0.00021193,0,-0.00014954,0.00274603,-0.00032026
84,32,-0.42600912,-4.15814543,0,-4,0.99693239,4,0.00098396,0,-0.00015929,0.00273933,-0.00028746
86,32,-0.42697689,-4.15759277,0,-4,0.99693215,5,0.00033776,0,-0.00018677,0.0027399,-0.00025066
88,32,-0.42753589,-4.15884542,0,-4,0.99690545,5,0.00022349,0,-0.00018569,0.0027368,-0.00022227
90,32,-0.42916867,-4.15835333,0,-4,0.9969461,4,0.00067945,0,-0.00019713,0.00273343,-0.00020427
92,32,-0.42957476,-4.15722704,0,-4,0.99686271,4,0.00064064,0,-0.00019645,0.00272649,-0.00017843
94,32,-0.43062812,-4.15640211,0,-4,0.99697649,4,0.00070809,0,-0.00021408,0.0027202,-0.0001542
96,32,-0.43217313,-4.15593386,0,-4,0.99694848,4,0.00065099,0,-0.0002229,0.00272011,-0.00012084
98,32,-0.4330886,-4.15678358,0,-4,0.99694347,4,0.00068327,0,-0.00022529,0.00270273,-0.0000923
100,32,-0.433777,-4.15669775,0,-4,0.99680215,4,0.00063202,0,-0.00022888,0.00269453,-0.00006767
102,32,-0.43422878,-4.15688467,0,-4,0.9968679,5,0.00025528,0,-0.00020749,0.00269419,-0.00003672
104,32,-0.43684748,-4.15772724,0,-4,0.99689633,5,0.00026538,0,-0.00019922,0.00268415,-0.00000799
106,32,-0.43456501,-4.15758896,0,-4,0.99694288,4,0.00094393,0,-0.00021702,0.00268537,0.00002293
108,32,-0.43534699,-4.16005373,0,-4,0.99689144,5,0.00022767,0,-0.00022381,0.00267731,0.00005173
110,32,-0.43628979,-4.15914297,0,-4,0.99691045,4,0.00080057,0,-0.00023446,0.00266715,0.00007079
112,32,-0.43764481,-4.15892124,0,-4,0.99688494,4,0.00093464,0,-0.0002395,0.00266268,0.00009438
114,32,-0.43793911,-4.15919065,0,-4,0.99683237,4,0.00074606,0,-0.00025421,0.00266837,0.00012094
116,32,-0.43906537,-4.15697956,0,-4,0.9968071,4,0.00067336,0,-0.00026537,0.00267921,0.00014566
118,32,-0.43855977,-4.15769196,0,-4,0.99680555,4,0.00094894,0,-0.00027896,0.00269084,0.00016395
120,32,-0.43994671,-4.15933561,0,-4,0.99682021,4,0.00063026,0,-0.00030148,0.00270266,0.00018465
122,32,-0.43967098,-4.15739059,0,-4,0.99681693,4,0.00095869,0,-0.00031346,0.00270304,0.00020138
124,32,-0.44317636,-4.15894032,0,-4,0.99676538,4,0.00088148,0,-0.00032977,0.00270382,0.00020456
126,32,-0.44292164,-4.15850925,0,-4,0.99692702,4,0.00084439,0,-0.00031575,0.002697,0.00020666
128,32,-0.44219053,-4.15801096,0,-4,0.99696392,4,0.00073229,0,-0.00030447,0.00267762,0.00019939
130,32,-0.44237331,-4.15893984,0,-4,0.99687803,5,0.00040879,0,-0.00030023,0.00266812,0.00019744
132,32,-0.44440499,-4.1591506,0,-4,0.9969545,5,0.00030152,0,-0.00031467,0.0026593,0.00019767
134,32,-0.44353837,-4.15885592,0,-4,0.99690062,4,0.00070594,0,-0.00032781,0.00264482,0.00019532
136,32,-0.44439766,-4.15871286,0,-4,0.99682379,4,0.00039106,0,-0.00034473,0.00264092,0.00019674
138,32,-0.44773385,-4.16056061,0,-4,0.99678707,4,0.0005818,0,-0.00034825,0.00262578,0.00020232
140,32,-0.44795287,-4.15886927,0,-4,0.99675357,4,0.00054645,0,-0.00035851,0.00259893,0.00020703
142,32,-0.44663236,-4.15934753,0,-4,0.99691749,4,0.00090141,0,-0.0003598,0.00259024,0.000212
144,32,-0.44498312,-4.15931177,0,-4,0.99675596,5,0.00022397,0,-0.00037784,0.0025788,0.00021015
146,32,-0.44584334,-4.1586628,0,-4,0.99666345,4,0.00085179,0,-0.00040083,0.00257195,0.00021212
148,32,-0.44754264,-4.16028929,0,-4,0.99651068,4,0.00086762,0,-0.00040249,0.00256651,0.00022053
150,32,-0.45049781,-4.1600337,0,-4,0.99644047,4,0.00089806,0,-0.00041148,0.00255069,0.00022721
152,32,-0.44977397,-4.16016817,0,-4,0.99637932,4,0.00094163,0,-0.00042023,0.00254137,0.00023109
154,32,-0.44985703,-4.16029644,0,-4,0.99636936,4,0.00077798,0,-0.00042892,0.00253346,0.00023853
156,32,-0.45008132,-4.1574254,0,-4,0.99634063,4,0.00079104,0,-0.00043588,0.00251602,0.00023982
158,32,-0.45104775,-4.15653658,0,-4,0.99638683,4,0.00085776,0,-0.0004637,0.00250432,0.0002384
160,32,-0.45036256,-4.15751791,0,-4,0.99613523,4,0.00085455,0,-0.00048256,0.00250251,0.00023629
162,32,-0.45206833,-4.15710068,0,-4,0.99611062,4,0.00075672,0,-0.00048844,0.00249041,0.00023512
164,32,-0.45526949,-4.15650558,0,-4,0.99617869,5,0.00020183,0,-0.00047733,0.00247575,0.00023568
166,32,-0.45351124,-4.15497398,0,-4,0.99611205,5,0.00025049,0,-0.00045785,0.0024674,0.00023352
168,32,-0.45589417,-4.15404892,0,-4,0.99621761,4,0.00061734,0,-0.00043811,0.00245158,0.00022837
170,32,-0.45547587,-4.15387535,0,-4,0.99611998,4,0.00076427,0,-0.000429,0.00244345,0.00021234
172,32,-0.45738283,-4.15249157,0,-4,0.99606454,4,0.00061485,0,-0.0004169,0.00244908,0.00018868
174,32,-0.45662382,-4.15069532,0,-4,0.99599016,4,0.00086725,0,-0.00041743,0.00244821,0.00016533
176,32,-0.45966354,-4.15102816,0,-4,0.99587721,4,0.00063193,0,-0.00040958,0.00244786,0.00015039
178,32,-0.46073219,-4.15121508,0,-4,0.99599183,5,0.00024265,0,-0.00040059,0.00245058,0.00012671
180,32,-0.46130481,-4.14979935,0,-4,0.99613005,5,0.00020186,0,-0.00038893,0.0024524,0.00009653
182,32,-0.46141943,-4.14810133,0,-4,0.99621767,4,0.00097383,0,-0.00037053,0.00245759,0.00005408
184,32,-0.46151584,-4.1490941,0,-4,0.99633467,4,0.00098488,0,-0.00036787,0.00246525,0.00000576
186,32,-0.46276334,-4.14876223,0,-4,0.99640024,5,0.00035261,0,-0.00036093,0.00247706,-0.00002523
188,32,-0.46307263,-4.14903402,0,-4,0.99645931,5,0.00024676,0,-0.0003612,0.00249238,-0.00005808
190,32,-0.46355617,-4.15165043,0,-4,0.99626285,4,0.00071492,0,-0.0003617,0.00250742,-0.00008562
192,32,-0.46702644,-4.15150404,0,-4,0.99632078,4,0.00051596,0,-0.00035611,0.00252018,-0.00011419
194,32,-0.46723306,-4.14968681,0,-4,0.99620235,4,0.00087642,0,-0.00036934,0.00254175,-0.00012457
196,32,-0.46734294,-4.15101433,0,-4,0.99605602,4,0.00073707,0,-0.00037372,0.00256451,-0.00014617
198,32,-0.46749994,-4.15211868,0,-4,0.99605101,4,0.00079436,0,-0.00039795,0.00258652,-0.0001655
200,32,-0.46658927,-4.15424395,0,-4,0.99605614,4,0.00089586,0,-0.00039935,0.0026211,-0.00018357
202,32,-0.46801355,-4.15558863,0,-4,0.99586529,5,0.00019308,0,-0.00040418,0.0026547,-0.00018764
204,32,-0.47001305,-4.15536928,0,-4,0.99576402,5,0.00041545,0,-0.00038605,0.00269435,-0.00019082
206,32,-0.46984136,-4.15666294,0,-4,0.99560195,5,0.00036615,0,-0.00035487,0.00274234,-0.00019572
208,32,-0.47015223,-4.15780973,0,-4,0.99537933,5,0.00070094,0,-0.00031291,0.00280089,-0.00020232
210,32,-0.46875992,-4.15809488,0,-4,0.99542999,5,0.00053727,0,-0.00027596,0.00285345,-0.00021283
212,32,-0.47289169,-4.15835619,0,-4,0.99535781,5,0.00052027,0,-0.00026984,0.00289677,-0.00021405
214,32,-0.47001982,-4.15939569,0,-4,0.99535549,5,0.0004076,0,-0.00025823,0.00294562,-0.00020617
216,32,-0.47415942,-4.16093636,0,-4,0.99525648,5,0.00031829,0,-0.00025116,0.00298681,-0.00020222
218,32,-0.47183982,-4.16156101,0,-4,0.99520731,5,0.00039936,0,-0.00023912,0.00302389,-0.00019868
220,32,-0.47419947,-4.15974236,0,-4,0.99523693,5,0.00035006,0,-0.00020597,0.00305038,-0.00019922
222,32,-0.47391096,-4.16096926,0,-4,0.99523795,5,0.00040821,0,-0.00017091,0.0030702,-0.00020532
224,32,-0.47190562,-4.1625905,0,-4,0.99525088,5,0.00040611,0,-0.00014408,0.00309194,-0.00020731
226,32,-0.47056144,-4.16365767,0,-4,0.99504054,5,0.00063226,0,-0.00010271,0.0031143,-0.00021273
228,32,-0.47079739,-4.16448116,0,-4,0.99524862,5,0.0003641,0,-0.00006601,0.00313917,-0.00021752
30,34,-0.41676101,-4.12877083,0,-4,0.99742013,5,0.00031544,0,-0.00048568,0.00298952,-0.00028535
32,34,-0.41729587,-4.12950563,0,-4,0.99748588,5,0.00028328,0,-0.00043368,0.00298793,-0.00030749
34,34,-0.41908342,-4.13095236,0,-4,0.99752915,5,0.00032796,0,-0.00042254,0.00298239,-0.00032511
36,34,-0.4170596,-4.13104773,0,-4,0.99745858,5,0.00030652,0,-0.00041065,0.00296806,-0.00033643
38,34,-0.41750461,-4.13227987,0,-4,0.9973914,4,0.00075254,0,-0.00039997,0.0029535,-0.00034209
40,34,-0.42035872,-4.13414717,0,-4,0.99719244,5,0.00025987,0,-0.00038659,0.00294585,-0.00035938
42,34,-0.4229897,-4.13649416,0,-4,0.99705595,5,0.00021629,0,-0.0003749,0.00294066,-0.00037841
44,34,-0.42352709,-4.1372695,0,-4,0.99694663,5,0.00026431,0,-0.00035965,0.00292889,-0.00039181
46,34,-0.42229813,-4.13652229,0,-4,0.99705803,5,0.00026688,0,-0.0003434,0.00291801,-0.00041089
48,34,-0.4235017,-4.13573742,0,-4,0.99717003,4,0.00098573,0,-0.00032901,0.00290485,-0.00042737
50,34,-0.42137542,-4.13923359,0,-4,0.99718595,4,0.00087012,0,-0.00030457,0.00288514,-0.0004513
52,34,-0.42367715,-4.13961506,0,-4,0.99722469,4,0.00078617,0,-0.00027899,0.00286994,-0.00047009
54,34,-0.42425141,-4.13846827,0,-4,0.99725574,4,0.0008608,0,-0.0002538,0.00285957,-0.0004879
56,34,-0.42434356,-4.1387682,0,-4,0.99722677,4,0.00096366,0,-0.00022364,0.00284524,-0.00048892
58,34,-0.4242543,-4.14153719,0,-4,0.99724829,5,0.00023482,0,-0.00018367,0.00282971,-0.00048679
60,34,-0.42414233,-4.14325142,0,-4,0.99717498,4,0.000905,0,-0.00016081,0.00281993,-0.00049155
62,34,-0.42301729,-4.14311409,0,-4,0.99721843,5,0.0003904,0,-0.00015765,0.00280903,-0.00050012
64,34,-0.42379814,-4.14517784,0,-4,0.99717355,5,0.00041378,0,-0.00013445,0.00279786,-0.00050815
66,34,-0.42454213,-4.14543724,0,-4,0.99703813,5,0.00031531,0,-0.00011861,0.00279619,-0.00050159
68,34,-0.42377988,-4.14733362,0,-4,0.99692041,5,0.00028768,0,-0.00011423,0.00280129,-0.00048578
70,34,-0.42483345,-4.14909315,0,-4,0.99695307,5,0.00051342,0,-0.00009409,0.00280405,-0.00047718
72,34,-0.42346582,-4.14902353,0,-4,0.99680614,5,0.00035727,0,-0.00009062,0.00279863,-0.00046766
74,34,-0.42650232,-4.14844513,0,-4,0.99701083,4,0.00097656,0,-0.00009009,0.00279331,-0.00044514
76,34,-0.42484891,-4.14845037,0,-4,0.99697572,5,0.00020358,0,-0.00009903,0.00278836,-0.00041603
78,34,-0.42522249,-4.15085554,0,-4,0.99693698,4,0.00099324,0,-0.00010901,0.00277576,-0.00038159
80,34,-0.42736444,-4.15162516,0,-4,0.99687785,4,0.00063949,0,-0.00012518,0.0027618,-0.00035116
82,34,-0.42351374,-4.15183973,0,-4,0.99684322,4,0.00099365,0,-0.00013427,0.00275688,-0.00031613
84,34,-0.42722505,-4.15244436,0,-4,0.9968071,5,0.00019627,0,-0.00014311,0.00274819,-0.00028522
86,34,-0.42842081,-4.1527338,0,-4,0.99681747,5,0.00035866,0,-0.00017034,0.00274692,-0.00025232
88,34,-0.42816564,-4.15359211,0,-4,0.99676251,5,0.00025568,0,-0.00016823,0.00274258,-0.00022672
90,34,-0.42962444,-4.15397739,0,-4,0.99679685,4,0.00069345,0,-0.0001778,0.00273949,-0.00021129
92,34,-0.42999098,-4.15223217,0,-4,0.99672383,4,0.00059012,0,-0.00017662,0.00273382,-0.00018694
94,34,-0.43107313,-4.15107965,0,-4,0.99683678,4,0.00064136,0,-0.00019262,0.00272909,-0.0001627
96,34,-0.43238819,-4.15038109,0,-4,0.99684328,4,0.00064992,0,-0.00020036,0.00272572,-0.00013073
98,34,-0.43320557,-4.15107727,0,-4,0.9968906,4,0.00068868,0,-0.00020122,0.00271204,-0.00010165
100,34,-0.43370783,-4.1516223,0,-4,0.99679029,4,0.00061847,0,-0.00020497,0.00270777,-0.00007619
102,34,-0.43352014,-4.15236807,0,-4,0.99688494,5,0.00028948,0,-0.00018311,0.00270928,-0.00004727
104,34,-0.43721786,-4.15422153,0,-4,0.99695557,5,0.00031091,0,-0.00017407,0.00270139,-0.00001899
