3.26214,186.495,493.55,369.025
3.26214,186.495,493.55,369.025
3.36984,157.831,488.229,397.017
3.51169,175.924,281.666,5.66529
3.6964,272.545,507.797,283.989
4.02514,147.353,485.774,407.339
4.91031,71.947,471.809,481.407
4.93629,55.327,468.899,497.667
5.07093,242.108,501.098,313.856
5.09609,210.829,495.8,344.684
5.10739,81.8784,473.301,471.551
5.13871,280.085,507.666,276.394
5.20529,264.974,505.016,291.298
5.53986,197.368,492.955,357.791
5.66418,66.048,470.046,487.027
5.86399,75.4262,471.39,477.822
5.89321,189.498,491.201,365.492
5.92326,160.803,486.158,393.736
5.95949,184.884,490.301,369.954
6.04167,234.05,498.895,321.633
6.04896,227.871,497.781,327.682
6.17155,119.717,478.938,434.196
6.2354,109.17,476.975,444.465
6.41168,169.592,487.401,385.004
6.48353,47.6512,465.974,505.222
6.67179,325.542,112.925,484.557
7.00634,237.842,498.462,317.664
7.33169,244.937,499.469,310.618
7.33169,244.937,499.469,310.618
7.38369,270.423,503.802,285.528
7.38369,270.423,503.802,285.528
7.38689,181.752,488.569,372.785
7.9115,201.328,491.248,353.506
7.9115,201.328,491.248,353.506
7.93496,98.0171,473.371,455.168
8.46643,174.903,486.14,379.389
8.7498,76.4485,468.836,476.249
8.86554,124.919,477.108,428.555
8.88619,128.684,477.72,424.836
8.89113,208.948,491.668,345.789
9.40087,296.183,506.305,259.807
9.49293,81.7149,468.92,471.019
9.49293,81.7149,468.92,471.019
9.50874,53.9674,464.112,498.3
9.69805,254.396,498.714,300.905
9.71497,446.397,151.06,315.807
9.79227,75.1845,467.372,477.426
9.79227,75.1845,467.372,477.426
9.88357,240.34,496.103,314.72
9.88479,220.778,492.752,333.982
9.91907,215.202,491.728,339.473
9.93023,158.165,481.8,395.653
9.93023,158.165,481.8,395.653
10.0926,186.084,486.497,368.062
10.1279,100.649,471.751,451.992
10.3363,181.388,485.958,372.931
10.5192,167.621,482.849,386.236
10.7402,87.7542,468.784,464.825
10.8476,283.1,502.599,272.431
10.85,61.6798,464.028,490.354
10.8503,47.6997,461.712,504.343
10.9166,217.899,491.196,336.63
11.3286,112.739,472.512,440.135
11.4857,289.152,503.009,266.353
11.6973,106.782,471.17,445.905
11.9579,204.065,487.764,350.017
11.996,154.976,479.201,398.377
12.3672,198.936,486.502,355.042
12.4494,192.409,485.355,361.508
12.4603,279.5,500.379,275.654
12.4603,279.5,500.379,275.654
12.7673,244.561,494.015,310.019
12.7832,225.758,490.722,328.557
12.9752,221.007,489.764,333.102
12.9752,221.007,489.764,333.102
12.9813,261.199,496.629,293.643
13.0922,275.554,499.054,279.493
13.1518,101.845,468.773,450.545
13.3106,179.045,482.05,374.465
13.4616,234.807,491.584,319.508
13.7596,127.489,472.673,425.303
13.7617,116.303,470.758,436.135
13.8766,134.65,473.844,418.092
13.9182,301.939,502.872,253.318
13.9974,212.416,487.132,341.563
13.9974,212.416,487.132,341.563
14.0201,170.929,479.973,382.323
14.0201,170.929,479.973,382.323
14.0852,160.486,478.111,392.622
14.0852,160.486,478.111,392.622
14.0992,84.129,464.875,467.812
14.0992,84.129,464.875,467.812
14.3363,228.013,489.544,326.095
14.3437,248.6,493.111,305.77
14.3781,173.344,480.033,379.921
14.4544,147.204,475.443,405.639
14.5574,51.9009,458.582,499.475
14.5585,231.875,490.094,322.229
14.6436,193.595,483.33,359.895
14.7375,207.818,485.732,345.933
14.8889,71.833,461.985,479.79
15.0958,336.038,507.567,219.577
15.2322,92.1672,464.975,459.921
15.2902,342.475,508.694,213.156
15.3184,289.482,499.258,265.34
15.3633,76.0606,462.175,475.534
15.5088,60.0953,459.281,491.21
15.7292,158.399,476.168,394.347
15.9524,224.678,487.423,329.107
16.0584,142.668,473.054,409.817
16.0975,198.394,482.792,354.868
16.0975,198.394,482.792,354.868
16.1643,238.796,489.633,315.131
16.585,65.0186,459.226,486.037
16.8386,202.652,482.803,350.388
16.8386,202.652,482.803,350.388
17.0534,222.52,485.927,330.978
17.243,172.74,477.089,379.944
17.2798,210.096,483.596,343.181
17.2798,210.096,483.596,343.181
17.326,118.761,467.671,433.149
17.3976,215.75,484.474,337.553
17.4309,214.203,484.224,338.838
17.6866,54.0559,456.134,496.773
17.6866,54.0559,456.134,496.773
17.826,243.761,488.894,309.941
17.8578,152.016,472.928,400.208
17.926,219.823,484.647,333.475
17.943,254.541,490.658,299.323
18.0452,263.214,492.037,290.774
18.2572,324.661,502.555,230.203
18.2716,303.953,498.881,250.603
18.3118,107.816,464.763,443.709
18.5476,179.205,476.966,373.492
19.0449,61.8593,456.11,488.955
19.0449,61.8593,456.11,488.955
19.1464,80.2664,459.176,470.697
19.1894,93.0688,461.383,458.084
19.3322,157.682,472.453,394.446
19.3557,130.266,467.633,421.437
19.4637,342.822,504.498,212.166
19.4637,342.822,504.498,212.166
19.6151,350.442,505.603,204.589
19.6623,307.021,498.189,247.263
19.6623,307.021,498.189,247.263
19.7213,294.527,495.854,259.618
19.7213,294.527,495.854,259.618
19.8259,153.756,471.226,398.218
20.0513,137.332,468.246,414.443
20.0713,203.906,479.807,348.752
20.0713,203.906,479.807,348.752
20.2412,312.341,498.426,241.972
20.4446,88.1289,459.281,462.754
20.4536,73.6139,456.941,477.133
20.658,145.865,469.132,405.815
20.8104,355.391,505.31,199.442
20.8213,214.596,480.888,338.178
20.9171,201.234,478.42,351.332
20.9296,336.692,502.103,217.927
20.9676,97.2571,460.33,453.702
21.2702,54.8744,452.69,495.344
21.7753,64.6357,453.881,485.702
21.8952,288.399,492.733,265.317
21.9065,84.9509,457.256,465.656
22.2252,223.614,480.927,329.195
22.2372,329.463,499.351,224.76
22.3015,340.475,501.292,213.906
22.4309,102.693,459.778,448.088
22.5002,171.614,471.727,380.166
22.5112,323.65,498.067,230.225
22.6086,301.504,494.237,252.313
22.7737,266.944,488.033,286.285
22.9673,210.212,477.961,342.07
22.9848,280.293,490.127,273.051
23.1912,177.836,472.167,374.003
23.3738,113.13,460.781,437.607
23.393,110.516,460.293,440.227
23.5338,127.323,463.064,423.626
23.5447,234.224,481.551,318.487
23.5959,69.4328,452.968,480.605
23.5967,156.68,468.092,394.693
23.6514,217.506,478.57,334.787
23.6514,217.506,478.57,334.787
23.6684,371.337,505.543,183.259
23.7588,247.537,483.687,305.22
23.9299,151.596,466.916,399.676
23.9725,308.892,494.112,244.773
24.09,187.511,473.01,364.28
24.0967,93.3729,456.576,456.938
24.1299,79.5934,454.173,470.596
24.3593,354.009,501.637,200.191
24.4931,289.118,490.151,264.126
24.4931,289.118,490.151,264.126
24.6108,333.061,497.654,220.889
24.6108,333.061,497.654,220.889
24.7463,259.816,484.84,292.93
24.82,115.785,459.918,434.931
24.8784,221.299,478.038,330.9
25.0682,56.931,449.287,492.711
